id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21428263,Quaint room in Scarborough,144309293,Janice,,Agincourt South-Malvern West,43.78862,-79.26913,Private room,65,28,3,2018-09-03,0.05,2,89,0,
21434800,Private renovated bedroom in a great area.,141399646,Natalia,,Stonegate-Queensway,43.63054,-79.48679,Private room,45,28,27,2019-09-25,0.43,3,33,0,
21191277,Newly renovated house in heart of North York,153041575,Michelle,,Lansing-Westgate,43.7647,-79.43066,Entire home/apt,120,28,0,,,1,0,0,
21435070,MODERN/SPACIOUS - 1 BR + Den by Downtown Toronto,52475035,Debbie,,Regent Park,43.65994,-79.36252,Entire home/apt,80,28,0,,,1,0,0,
21191646,"Conveniently located, close to Scarborough Bluff",53348717,Beatriz,,Cliffcrest,43.7312,-79.23386,Private room,50,28,0,,,1,0,0,
21440143,2br Condo Downtown Toronto by CN Tower w/Parking,154471247,Kelly,,Waterfront Communities-The Island,43.63959,-79.39685,Entire home/apt,127,28,130,2020-03-04,2.09,1,0,0,
21197827,⭐️Stunning 1BR⭐️Kensington Market⭐️Chinatown⭐️,8554197,Tim And Amber,,Kensington-Chinatown,43.6514,-79.39697,Entire home/apt,200,28,188,2022-09-30,2.99,1,56,4,
21205564,Fresh and cozy room close to downtown. Brand new!,150583020,Vladimir,,Ionview,43.73602,-79.27595,Private room,55,28,29,2022-03-01,0.46,11,164,1,
21440332,Cozy Comfortable Apartment in Forest Hill,36315566,Naomi,,Humewood-Cedarvale,43.68667,-79.42031,Entire home/apt,83,28,4,2020-10-04,0.09,1,0,0,STR-2009-HJYVBK
21206199,Beautiful home,126525683,Cathy,,Willowdale East,43.77495,-79.40297,Entire home/apt,651,28,10,2018-07-27,0.16,1,0,0,
21215838,Bright and modern apartment in High Park,153282277,Ana,,High Park North,43.65367,-79.47324,Entire home/apt,115,28,173,2022-11-21,2.75,1,221,41,STR-2204-FJRBHB
21445384,Luxury room... 3 minutes to subway,155461592,Moe,,Ionview,43.73437,-79.26756,Private room,20,28,1,2017-11-05,0.02,3,0,0,
21446706,PERFECT COZY ROOM! 15 Min walk from Kennedy Subway,150583020,Vladimir,,Ionview,43.73758,-79.2757,Private room,51,28,10,2019-05-05,0.16,11,355,0,
21447146,Newly Designed Executive Suite - Sleeps 4!,155626288,Vladimir,,Waterfront Communities-The Island,43.64778,-79.39171,Entire home/apt,109,28,132,2022-10-31,2.12,1,104,26,STR-2011-HSPDVL
21218853,"Spacious, private house in the beaches",153314204,Jonah,,Birchcliffe-Cliffside,43.68295,-79.28493,Entire home/apt,70,28,21,2018-05-02,0.34,1,0,0,
21448878,PRIVATE ROOM. Super cozy and affordable,150583020,Vladimir,,Ionview,43.73606,-79.27634,Private room,53,28,24,2022-08-31,0.40,11,213,5,
21219703,Nice bedroom in a great house.,24800708,Sam,,Roncesvalles,43.64474,-79.43647,Private room,65,28,21,2018-12-23,0.34,3,0,0,
21472396,Entire Luxurious Condo in Downtown,155932238,Zain,,Waterfront Communities-The Island,43.64862,-79.39324,Entire home/apt,250,28,1,2017-12-03,0.02,1,0,0,
21474242,Charming apartment in the heart of Little Italy,705238,Winnie,,Trinity-Bellwoods,43.6541,-79.41665,Entire home/apt,90,28,5,2018-07-22,0.09,2,0,0,
21225775,Roxborough Pad,11665743,Sam,,Annex,43.67757,-79.39534,Entire home/apt,450,28,0,,,1,0,0,
21228855,"Nice, Clean & Private Room with Bathroom - Ensuite",79387738,Jack,,Willowridge-Martingrove-Richview,43.68215,-79.55305,Private room,44,28,12,2018-01-26,0.19,1,0,0,
21476913,New modern townhouse in Junction Triangle!,1184972,Andrea,,Dovercourt-Wallace Emerson-Junction,43.66247,-79.4546,Entire home/apt,145,28,1,2018-01-02,0.02,1,0,0,
21229690,Cozy 1 Bedroom and Den (2 Beds + 2 Bath),73077184,Tyler,,Bay Street Corridor,43.65607,-79.38575,Entire home/apt,105,28,0,,,1,0,0,
21485418,💕 Super Spacious Suite 💕,104555090,Antonio & Rainbow,,Weston,43.69433,-79.50831,Private room,53,28,173,2020-03-08,2.80,3,0,0,
21234803,"Sunlit Master Bedroom, near UP Express/ GO Station",119983675,Daniel,,Weston,43.70136,-79.51777,Private room,60,29,35,2022-09-13,0.56,5,86,6,
21487324,Bright and Cozy 1 BR Townhouse in Liberty Village!,156080627,Nic,,Niagara,43.6391,-79.41234,Entire home/apt,166,28,159,2020-04-02,2.57,1,0,0,
21242866,2 bedroom apartment in Parkdale,47280787,Matthew,,South Parkdale,43.63795,-79.43645,Private room,100,28,7,2019-09-02,0.12,1,0,0,
21497739,Renovated Home in The Junction,156180128,Adrian,,High Park North,43.65916,-79.47493,Entire home/apt,187,30,60,2022-07-28,0.99,1,179,1,
21244829,"IBM Corner, private rooms, Queen Bed",153569087,Gary,,Steeles,43.81469,-79.33312,Private room,91,28,3,2018-01-29,0.05,3,0,0,
21500110,"Convenient Comfy Condo- casino, mall, airport",155414720,Dayna,,West Humber-Clairville,43.7197,-79.60285,Entire home/apt,99,28,9,2018-09-19,0.15,1,0,0,
21245451,"Double BR w Queen Bed, near UP Express/ GO Station",119983675,Daniel,,Weston,43.69871,-79.52028,Private room,60,29,34,2022-11-01,0.54,5,72,3,
21249409,clean nice place with luxury amenitys,153622110,Jordan,,Bedford Park-Nortown,43.7166,-79.42906,Shared room,35,28,0,,,1,0,0,
21254877,"Upscale Suite CN Tower, Convention & Rogers Centre",153681890,Theodore,,Waterfront Communities-The Island,43.64452,-79.38918,Entire home/apt,243,2,71,2022-11-16,1.14,1,113,15,STR-2009-HHVDPJ
21504876,New Modern Bright & Clean Private Basement Suite,152904132,Rockey,,Blake-Jones,43.67449,-79.34137,Private room,89,28,1,2017-11-20,0.02,1,0,0,
21504964,Jessica's Joint! Warm and cozy on the Danforth,153493471,Jessica,,Playter Estates-Danforth,43.67838,-79.3605,Entire home/apt,55,60,3,2020-11-01,0.05,1,127,0,
21261765,"NO Clean fee! Cozy bdrm, Free Wifi, Prkng,",134097220,Charlie,,Alderwood,43.60756,-79.53616,Private room,50,1,292,2022-12-03,4.76,3,315,108,STR-2009-GCJKPF
21263950,Luxurious Annex/Yorkville 1300 Sq Ft & Parking,153788315,Gloria,,Annex,43.67456,-79.40283,Entire home/apt,375,5,87,2022-10-14,1.39,1,248,20,STR-2012-HMJKVK
21505313,North York Luxury Apartment Side door entrance,128284514,Jianqin,,Bayview Woods-Steeles,43.80384,-79.37876,Entire home/apt,122,28,141,2022-11-08,2.27,3,89,26,STR-2012-FGQPHB
21505790,CITY LUXE HIDEAWAY,10704234,Karen,,Dovercourt-Wallace Emerson-Junction,43.6634,-79.42293,Entire home/apt,78,28,45,2018-10-15,0.74,1,0,0,
21507759,Luxurious High Floor New Suite Heart of Downtown,156280248,Elizabeth,,Bay Street Corridor,43.65111,-79.38128,Entire home/apt,120,28,1,2017-11-27,0.02,1,0,0,
21264975,Private Suite with own Baths & Parking in Downtown,40877091,Burkhard,,Annex,43.66756,-79.41732,Entire home/apt,108,2,300,2022-12-03,4.78,1,53,15,STR-2208-FJTVHB
21271951,Retreat In the City,153872649,Karen,,South Riverdale,43.66148,-79.33988,Entire home/apt,69,28,47,2022-11-23,0.76,1,36,5,
21509011,Best downtown location! Master bedroom!,9597606,Ingrid,,Kensington-Chinatown,43.64879,-79.40311,Private room,100,28,1,2018-08-07,0.02,2,0,0,
21275662,"Spacious, Modern condo. Best area in the city!",65632654,Kevin,,Waterfront Communities-The Island,43.64489,-79.3958,Entire home/apt,120,28,2,2017-10-22,0.03,1,0,0,
21576177,"Comfort, Cozy and Quiet room steps to subway.",149086525,Dee,,Oakridge,43.69053,-79.28398,Private room,57,28,1,2018-07-10,0.02,1,0,0,
21511257,[Sky Mansion] Amazing View 42+fl Heart of DT,153954157,Alexander,,Bay Street Corridor,43.66645,-79.38948,Entire home/apt,599,28,2,2018-07-09,0.04,1,0,0,
21579886,Confortável e espaçoso pertinho do aeroporto,152404561,Sheila,,Edenbridge-Humber Valley,43.67827,-79.52609,Private room,25,28,0,,,2,0,0,
21580722,Cozy and Affordable room close to the Subway,23672984,Felipe,,Yorkdale-Glen Park,43.71474,-79.45111,Private room,20,28,0,,,2,0,0,
21515266,A Great Space to Stay,129291995,Dvora,,Humewood-Cedarvale,43.68344,-79.41969,Private room,150,28,62,2022-05-31,1.03,1,90,1,
21581393,Modern 2 Bedroom Condo In Heart Of Queen West,34398769,Sean,,Little Portugal,43.64392,-79.4283,Entire home/apt,135,28,3,2018-01-01,0.05,1,0,0,
21516656,Cabbagetown apartment,156355868,Jeff,,Cabbagetown-South St.James Town,43.66717,-79.37093,Entire home/apt,42,28,3,2017-12-22,0.05,1,0,0,
21582119,2-Bed Basement in Toronto (East End) - Quiet Area,43266988,Vidyasankar,,Bendale,43.75568,-79.26,Private room,70,30,6,2017-12-22,0.10,2,358,0,
21518828,Huge one bedroom loft apartment in King West,2729742,Steven,,Waterfront Communities-The Island,43.64527,-79.39558,Entire home/apt,130,28,1,2018-01-02,0.02,1,0,0,
21582178,Bright apartment just off of Queen St West,16642070,Melissa,,South Parkdale,43.63839,-79.43948,Entire home/apt,70,28,77,2022-12-01,1.25,2,94,4,
21528654,"Well-appointed,  fully equipped private apartment",156464881,Lara,,North Riverdale,43.67588,-79.35127,Entire home/apt,85,28,40,2020-03-22,0.65,1,0,0,
21582564,Luxury Furnished Bedroom Available in apartment,156588256,Qaisar,,East End-Danforth,43.68098,-79.29045,Private room,70,28,0,,,2,87,0,
21530256,Apt 6A-4 @ The Parkdale Hostellerie (Male Dorm),377040,Leanne,,South Parkdale,43.64132,-79.43134,Shared room,56,1,23,2022-11-11,0.37,16,365,6,Exempt
21536621,STYLISH COZY 1 BEDROOM UNIT NEAR SUBWAY STATION,7407457,Leila,,Clanton Park,43.7375,-79.44495,Entire home/apt,100,28,6,2019-07-29,0.11,2,0,0,
21583261,Liberty Village King West 1 Bedroom + Den Beauty,156967477,Djordje,,Niagara,43.63896,-79.41353,Entire home/apt,190,28,0,,,1,0,0,
21544862,Dundas Square - King Sized Tempur-Pedic Bed.,5296312,J. Paul & Rick,,Bay Street Corridor,43.65363,-79.38008,Entire home/apt,63,28,78,2022-09-11,1.30,1,51,5,
21584038,"Spacious Studio downtown w/Parking, close to all",102294746,Scott Agirs,,Niagara,43.63647,-79.40223,Entire home/apt,89,28,93,2019-10-27,1.51,1,0,0,
21547845,Studio Apartment near the heart of downtown TO.,2940245,Paul,,University,43.6598,-79.40814,Entire home/apt,98,2,154,2022-09-25,2.58,1,0,34,STR-2012-GDWPHF
21584349,BEAUTIFUL PENTHOUSE 40 minute subway ride downtown,134722504,Kivork,,Don Valley Village,43.77734,-79.34938,Private room,39,28,1,2017-11-18,0.02,2,0,0,
21596110,Spacious and Affordable room close to the Subway,23672984,Felipe,,Yorkdale-Glen Park,43.71471,-79.45263,Private room,35,28,0,,,2,0,0,
21549365,Lovely home in a great area,4603430,Denis,,Don Valley Village,43.77594,-79.34365,Entire home/apt,85,28,28,2020-11-21,0.46,1,0,0,
21596152,Downtown Toronto - Queen West - Private Bed/Wash,21847180,Andrew,,Little Portugal,43.64319,-79.42445,Private room,73,28,6,2017-12-28,0.10,2,0,0,
21596712,"Modern, Upscale Location, Near Union St. PATH",36088235,Kevin,,Waterfront Communities-The Island,43.64308,-79.37819,Private room,70,28,24,2022-10-01,0.42,2,28,7,
21550694,Spacious luxurious room 3 min to subway,155461592,Moe,,Ionview,43.73332,-79.26582,Private room,30,28,0,,,3,0,0,
21597257,Spacious Basement Apartment in North York,82968222,Basel,,Don Valley Village,43.79061,-79.36361,Entire home/apt,57,28,32,2022-06-08,0.52,1,52,3,
21600578,Private Room Separate Entrance Steps to Subway (3),22301317,Bogdan,,Willowdale West,43.76901,-79.41911,Private room,55,2,68,2022-12-04,1.13,3,216,22,STR-2011-HKQKVK
21552544,Luxurious downtown townhouse,156708221,John,,Niagara,43.6404,-79.41624,Entire home/apt,346,2,3,2020-10-28,0.05,1,177,0,STR-2208-FWTVHD
21605941,Admire the Street Art in Parkdale from this Swanky Loft,45029633,Mike,,Roncesvalles,43.64094,-79.43747,Entire home/apt,160,28,117,2022-10-22,1.90,1,178,5,
21562474,Luxury 1 Bedroom - Yonge-Bloor Yorkville U of T,17305947,Wins,,Annex,43.67078,-79.38825,Entire home/apt,125,28,60,2020-03-03,0.97,1,0,0,
21564330,Beautiful House in Trendy Dundas West. TIFF ready.,91047,David,,Little Portugal,43.65224,-79.43165,Entire home/apt,800,5,2,2018-09-17,0.04,2,0,0,STR-2206-HLKDVK
21606076,Bright and cozy house QUEEN ST W,77762031,Maria Fedora,,Roncesvalles,43.64238,-79.44286,Private room,40,28,1,2017-11-07,0.02,1,0,0,
21575577,The Terrace Getaway,31718569,Sylvia,,Waterfront Communities-The Island,43.63918,-79.39648,Entire home/apt,225,28,83,2021-01-02,1.38,1,180,0,
21607017,Hip and cozy one-bedroom apartment in The Annex,35165443,Ellen,,Annex,43.66673,-79.4051,Entire home/apt,85,28,13,2019-01-02,0.21,1,0,0,
21609659,Small private apartment at DuPont and Ossington,44775730,Evan,,Wychwood,43.67443,-79.42987,Entire home/apt,39,28,3,2017-11-30,0.05,1,0,0,
21834772,Cozy Room in a Homy Apartment,49341083,Anna,,Weston,43.69978,-79.52044,Private room,50,28,5,2018-01-06,0.08,1,0,0,
21611931,Modern suite in Little India Bazaar,30636667,Barbara,,Greenwood-Coxwell,43.67463,-79.32769,Entire home/apt,75,28,25,2019-12-12,0.41,1,0,0,
21613612,Downtown Private room A- private wc (basement),9956811,Erica,,Weston-Pellam Park,43.66848,-79.45191,Private room,94,30,2,2020-05-18,0.06,11,219,0,
21619785,Fully Furnished luxury Condo - heart of north york,157266671,Rose,,Willowdale East,43.76648,-79.41135,Entire home/apt,150,90,0,,,1,0,0,
21835119,"Modern Suite by High Park, Lake & Village Shopping",59246908,James,,High Park-Swansea,43.64112,-79.47542,Entire home/apt,189,3,181,2022-11-28,2.96,1,175,24,STR-2205-GHRBHF
21623313,Bright and comfortable 1 Bdrm in shared home,23467174,Michelle,,Danforth,43.6822,-79.33006,Private room,59,28,0,,,1,0,0,
21644877,Large 1-bedroom backs onto the park,2519539,David,,Palmerston-Little Italy,43.66178,-79.42103,Entire home/apt,357,6,77,2022-09-15,1.26,1,142,1,STR-2102-HTQRVL
21646262,Amazing victorian house in a great location,11641843,Marine,,Dovercourt-Wallace Emerson-Junction,43.66691,-79.44544,Entire home/apt,70,28,1,2018-01-07,0.02,1,0,0,
21836479,Edgy condo in the heart of Entertainment district,33397816,Daisy,,Waterfront Communities-The Island,43.6477,-79.39243,Entire home/apt,55,28,0,,,1,0,0,
21648354,A beautiful modern home in Summerhill,35208838,Kati,,Annex,43.67859,-79.39232,Entire home/apt,364,28,11,2018-05-31,0.18,2,0,0,
21648978,Roncesvalles Village Luxury - Wkly/Mthly specials,157568173,Sarah,,High Park-Swansea,43.64659,-79.45265,Entire home/apt,275,3,8,2022-03-14,0.13,1,169,5,STR-2012-HDHHHJ
21650230,New Build Luxury Townhouse - Financial District,131691252,Jenny,,Waterfront Communities-The Island,43.64989,-79.38752,Entire home/apt,235,28,86,2020-12-20,1.40,1,0,0,
21838013,"NO Cleaning fee! QueenBed, FreeWifi, Prkng,",134097220,Charlie,,Alderwood,43.60756,-79.53616,Private room,65,1,547,2022-12-05,8.97,3,339,154,STR-2009-GCJKPF
21661800,Modern 1 Bedroom - Ground Floor Unit,92290819,Samuel,,Etobicoke West Mall,43.63982,-79.56282,Entire home/apt,120,28,1,2018-01-13,0.02,1,0,0,
21663069,Toronto 2BR Suite at Danforth Woodbine East York,111033878,Cameron,,Woodbine Corridor,43.6846,-79.31439,Entire home/apt,157,28,50,2022-08-14,0.82,3,353,5,
21663549,Toronto Studio Apt at Danforth Woodbine Subway,111033878,Cameron,,Danforth East York,43.6864,-79.31318,Entire home/apt,95,28,70,2022-08-01,1.14,3,353,3,
21844955,Open concept apt with private patio in The Annex,3470169,Natasha,,Annex,43.66662,-79.40906,Entire home/apt,103,28,5,2019-08-28,0.08,1,0,0,
21663742,Paradise Home on upper beach,157678280,Caren/Michael,,Woodbine Corridor,43.68105,-79.31904,Private room,50,28,9,2018-01-21,0.15,1,0,0,
21665322,CUTE ROOM CLOSE TO KENNEDY SUBWAY STATION,150583020,Vladimir,,Ionview,43.73613,-79.2757,Private room,50,28,12,2022-11-19,0.20,11,190,2,
21848776,Beautiful and Modern Private Laneway Home,182934,Myles,,Casa Loma,43.67433,-79.41383,Entire home/apt,350,5,1,2018-09-05,0.02,1,0,0,STR-2207-JDKDVM
21666285,luxury room..3 min to subway,155461592,Moe,,Ionview,43.73512,-79.26704,Private room,20,28,0,,,3,0,0,
21666634,Downtown Bay Street B&B for Interns,91719781,Kay & Pitt,,Bay Street Corridor,43.65051,-79.38221,Private room,106,30,55,2022-06-25,0.89,1,219,4,
21850897,Lush Toronto Midtown Modern Condo,159370723,Faisal,,Yorkdale-Glen Park,43.71359,-79.45469,Entire home/apt,70,28,11,2018-06-30,0.18,1,0,0,
21668771,Easy 1B - Cozy and Private! Downtown & Parking,157667608,Bryan,,Little Portugal,43.64237,-79.42225,Private room,51,28,9,2022-07-29,0.15,1,146,6,STR-2202-GDZKVF
21861356,"Entire suit with sep. entrance, 1 bed+1 living",67621437,Arefin,,Woburn,43.76213,-79.22061,Entire home/apt,75,28,27,2022-03-23,0.44,2,0,5,STR-2010-GHKRPF
21675301,"Private Apartment w/ Balcony- The Annex, Toronto",150467891,Jacob,,Annex,43.66902,-79.40978,Private room,85,250,1,2018-05-04,0.02,1,0,0,
21681100,Kashaneh at Hullmark,12033867,Meisam,,Willowdale East,43.76257,-79.41062,Entire home/apt,223,28,40,2022-11-01,0.76,17,358,12,STR-2011-FZRRVD
21865657,CONDO-like 1 BD Trinity Queens West,146226441,Inna,,Trinity-Bellwoods,43.64649,-79.41592,Entire home/apt,82,28,59,2021-06-13,1.47,34,80,0,STR-2101-FKMBHB
21692384,2 Bedroom bright & newly Reno-ed Queen West gem,2036943,Emma,,Trinity-Bellwoods,43.64599,-79.41789,Entire home/apt,135,3,11,2020-08-30,0.24,1,112,0,STR-2206-GVVXVH
21868557,Key to Kensington,86152907,Manpreet,,Kensington-Chinatown,43.65348,-79.40296,Private room,30,28,3,2018-06-01,0.05,1,0,0,
21693233,Spacious 2 Bedroom Condo in Toronto,11477024,Mackierah,,Bathurst Manor,43.755,-79.44882,Entire home/apt,85,28,0,,,1,0,0,
21878469,Lakeshore Condo,159504861,Kailey,,Mimico (includes Humber Bay Shores),43.62378,-79.48143,Private room,85,28,0,,,1,0,0,
21879851,Stylish Studio Queen West/Roncesvalles Apartment,6618604,Mohammad,,South Parkdale,43.63677,-79.43705,Entire home/apt,80,28,6,2020-01-01,0.10,1,0,0,
21696470,"Private Bath, Modern, Near Union St, Lake View",36088235,Kevin,,Waterfront Communities-The Island,43.64111,-79.37793,Private room,120,28,4,2021-07-16,0.07,2,31,0,
21879870,KoHann Design Apartment,66121017,Maryam,,Banbury-Don Mills,43.72615,-79.32463,Entire home/apt,176,3,77,2022-11-27,1.28,1,153,31,STR-2203-HZLHHM
21697319,"UPSCALE LUXURIOUS CONDO IN THE CLOUDS
FREE PARKING",154268543,Carlo,,Waterfront Communities-The Island,43.64288,-79.38062,Entire home/apt,235,2,113,2022-11-29,1.88,2,186,42,STR-2107-GQHPHG
21700286,Private Room in Lovely Mid Town Home,86731420,Amanda,,Mount Pleasant East,43.69603,-79.379,Private room,300,28,0,,,1,0,0,
21883837,Luxury Pad in the Heart of Queen West,14164109,Luxury,,Little Portugal,43.64164,-79.42667,Entire home/apt,195,28,45,2022-01-08,0.82,3,86,1,
21701541,Executive Home with Stunning View of Toronto & the Lake,7858163,Konstantinos,,Waterfront Communities-The Island,43.64187,-79.38191,Entire home/apt,607,28,146,2022-10-17,2.43,4,52,35,STR-2012-GVHHHH
21701951,2B+2B Lake view Spacious Condo Free Parking,32007127,Kevin,,Niagara,43.63621,-79.40747,Entire home/apt,450,28,29,2019-06-30,0.47,2,0,0,
21884392,81-6。Share washroom bedroom!,139762710,Maggie,,Don Valley Village,43.78904,-79.36572,Private room,54,28,15,2018-10-24,0.25,10,0,0,
21701976,sunny,157994482,Sophia,,Newtonbrook West,43.78412,-79.42826,Private room,35,30,1,2017-11-29,0.02,1,0,0,
21713433,AMAZING COZY STUDIO WITH THE BEST VIEW IN THE CITY,157959872,Kaba,,Niagara,43.63632,-79.4066,Entire home/apt,79,28,25,2018-04-04,0.41,1,0,0,
21890183,2 bedroom apartment right downtown,38501132,Gillberto,,Waterfront Communities-The Island,43.6419,-79.39066,Entire home/apt,120,28,0,,,1,0,0,
21717287,Renovated New Apartment,35331231,Saahgie,,Waterfront Communities-The Island,43.64289,-79.3764,Entire home/apt,160,365,0,,,2,365,0,
21722538,Cozy Basement Bachelor,32311885,Joey,,High Park North,43.65875,-79.4523,Entire home/apt,50,28,0,,,1,0,0,
21724483,Heale Avenue,158191125,Daniel,,Birchcliffe-Cliffside,43.71467,-79.24991,Entire home/apt,250,28,0,,,1,0,0,
21895337,"Modern, Cozy 1 Bedrm+Den w/Lakeview, West-end T.O",159752328,Michelle,,Mimico (includes Humber Bay Shores),43.62309,-79.48908,Entire home/apt,120,28,17,2022-04-30,0.28,1,291,2,
21895821,Bright Condo + Views + FREE Parking,15764421,Sabrina,,Niagara,43.63853,-79.41541,Entire home/apt,225,28,37,2018-12-30,0.60,1,0,0,STR-2011-GTSXVH
21724511,Apt 6C-1 @ The Parkdale Hostellerie,377040,Leanne,,South Parkdale,43.64132,-79.43134,Hotel room,47,1,83,2022-11-27,1.36,16,364,28,Exempt
21724538,Trendy Renovated 2bed in Vibrant Queen West,158191230,Pavlena,,South Parkdale,43.6373,-79.44136,Entire home/apt,125,29,30,2022-09-30,0.49,1,255,4,
21895866,"Family Friendly Home in quiet,  Midtown Toronto",7163155,Anna,,Rosedale-Moore Park,43.69121,-79.38765,Entire home/apt,450,28,1,2018-08-17,0.02,1,0,0,
21727137,Little Italy - Private Blue Room,16590728,Courtney,,Palmerston-Little Italy,43.65498,-79.42135,Private room,103,1,92,2022-11-22,1.50,4,16,48,STR-2010-FMXRPC
21736962,1+1 Beautiful Condo in Heart of Toronto,7728748,Matt,,Waterfront Communities-The Island,43.64475,-79.38872,Entire home/apt,125,28,8,2018-03-25,0.13,1,0,0,
21897352,Yorkville 2BRM/Early check-in/Private Yard/Parking,144014327,Zophie,,Annex,43.67171,-79.39783,Entire home/apt,119,28,18,2021-12-01,0.31,1,0,0,
21739012,"Quiet, Luxury Room in a Heritage Home",600749,Tonina,,Cabbagetown-South St.James Town,43.66258,-79.36644,Private room,77,90,82,2020-04-10,1.34,1,89,0,
21908549,airybnb,139689738,Ian,,North Riverdale,43.6765,-79.35374,Entire home/apt,75,28,137,2022-11-28,2.25,1,250,46,STR-2009-FJLXPB
21927657,Cozy Retreat 15 mins to Downtown Core,57185091,Natasha,,Wychwood,43.6796,-79.43082,Entire home/apt,35,28,1,2017-12-05,0.02,1,0,0,
21739729,Apt 6C-2 Mixed Dorm,377040,Leanne,,South Parkdale,43.64132,-79.43134,Shared room,61,28,47,2022-11-17,0.77,16,332,20,Exempt
21937922,Modern 4Bdrm Townhome Close to DT Toronto W/Prking,159139057,Pheleeto,,O'Connor-Parkview,43.70795,-79.30424,Entire home/apt,176,28,20,2020-01-26,0.34,1,0,0,
21745578,Beautiful loft in trendy neighborhood!,15473342,Flore,,Roncesvalles,43.65262,-79.44894,Entire home/apt,99,28,18,2019-08-13,0.31,1,0,0,
21937977,"""THE RENDEZVOUS""  Friend's Palace",22175461,Sonny,,Milliken,43.82506,-79.27057,Entire home/apt,89,28,67,2022-09-25,1.15,1,57,6,STR-2012-GCZBHF
21942882,Single Room Steps to Subway+ Netflix (Female Only),145242773,Mel And Enar,,York University Heights,43.76431,-79.49398,Private room,34,30,25,2022-10-30,0.42,5,273,4,
21943134,❤️Humberview Cozy 3 Bedroom House❤️,32044025,Toronto,,Pelmo Park-Humberlea,43.7082,-79.5275,Entire home/apt,200,28,0,,,21,365,0,
21746019,Gorgeous 3 Bedroom home near the Airport!,43826388,Ryan,,Kingsview Village-The Westway,43.70317,-79.55345,Entire home/apt,167,28,17,2022-08-05,0.30,3,288,3,
21943702,Sunny room!,91175494,Alison,,Roncesvalles,43.64218,-79.43968,Private room,26,28,11,2019-05-31,0.18,3,0,0,
21948453,3rd Floor Room in a Big Bright Apt: Great Location,3879545,Sarah,,Church-Yonge Corridor,43.65324,-79.37488,Private room,55,28,168,2020-03-14,2.78,3,0,0,
21748655,The Peony Loft - a Modern Take on the Victorian,54130944,Orla,,Palmerston-Little Italy,43.65896,-79.41113,Entire home/apt,190,28,59,2022-10-06,0.96,1,117,2,
21748891,Cozy Private Room - Downtown Toronto,35867915,Brenda,,South Parkdale,43.63596,-79.43045,Private room,45,28,2,2017-11-26,0.03,1,0,0,
21748991,Downtown One-Bedroom Suite By Union Station,158441459,Sarah,,Waterfront Communities-The Island,43.64231,-79.37984,Entire home/apt,171,28,229,2022-11-27,3.90,1,15,58,STR-2010-GJCKPF
21950169,"Rm3-Nearby Subway,Airport in Toronto,Bus in front",160231837,Patrick (Phong),,Islington-City Centre West,43.63889,-79.54843,Private room,45,2,91,2022-11-20,1.55,4,74,13,STR-2009-FFFXPB
21755182,High End Condo with CN Tower & Water Views,101839532,Matt & Suzanna,,Waterfront Communities-The Island,43.64364,-79.39001,Entire home/apt,129,28,164,2020-09-27,2.68,1,0,0,
21951405,Private room close to Subway/Mall/Hwy,158714009,Diana,,Parkwoods-Donalda,43.76447,-79.34679,Private room,53,28,3,2018-01-01,0.05,1,0,0,
21755195,"Bright, Cosy private room in downtown (for female)",117075070,Myriam,,North St.James Town,43.67137,-79.37528,Private room,74,28,10,2019-08-17,0.17,1,0,0,
21960826,"Cozy, private room located DT",40129122,Shy,,Church-Yonge Corridor,43.66393,-79.37772,Private room,47,30,114,2022-09-29,1.89,6,43,11,STR-2206-GXRDVH
21755295,Cozy Suite||High Rise||City Center||Free Parking,143954600,Adam,,Bay Street Corridor,43.6619,-79.38575,Entire home/apt,118,28,70,2018-07-30,1.14,1,0,0,
21961180,"NO Cleaning fees! Neat bdrm, Wifi, Prkng.",134097220,Charlie,,Alderwood,43.60756,-79.53616,Private room,51,1,362,2022-12-01,5.93,3,340,141,STR-2009-GCJKPF
21755516,Four Seasons of Windfields Park,130996766,Jing,,Banbury-Don Mills,43.74386,-79.36779,Private room,288,28,0,,,1,0,0,
21962917,Gorgeous Park House on Queen Street West,3150111,Tran,,Trinity-Bellwoods,43.64528,-79.41489,Entire home/apt,653,2,158,2022-11-09,2.64,9,70,25,STR-2101-GYGDVH
21758987,A01 Master’s Room,22735639,Mandy(Xiuqin),,Steeles,43.81144,-79.33184,Private room,59,28,13,2020-01-01,0.23,2,30,0,
21759851,Guest Home in the neighbourhood of York University,154736187,Lien,,York University Heights,43.75121,-79.50036,Private room,61,28,1,2017-12-24,0.02,4,0,0,
21963173,Spacious Urban King West 4 Bedroom With 2 Parking,56100313,Sevag,,Niagara,43.6431,-79.40621,Entire home/apt,536,28,87,2022-11-20,1.45,3,334,27,STR-2203-FDPVHB
21764678,Renovated Downtown 2BR Condo w FREE Parking!,41863823,Andrew,,Cabbagetown-South St.James Town,43.66375,-79.37585,Entire home/apt,173,4,122,2022-11-21,2.04,1,10,10,STR-2011-JDCKVM
21768194,Bachelor Apt 25 min drive from dt Toronto,23761236,Usman,,Guildwood,43.75637,-79.19032,Entire home/apt,62,28,119,2019-08-21,1.95,1,280,0,
