id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52425090,"lovely 1 bedroom unit for rent in Scarborough,Located near a shopping mall and close to the main intersection.",424333215,Comfort Home,,L'Amoreaux,43.79479,-79.31738,Private room,40,30,1,2021-11-10,0.08,1,221,0,
52188478,Beautiful One bedroom basement apartment,422464490,Mehreen,,Woburn,43.75605,-79.21715,Entire home/apt,199,1,2,2022-10-20,1.07,1,249,2,STR-2207-GGLPHF
52427014,Cute basement room with ensuite,122085458,Sabina,,West Hill,43.76137,-79.18818,Private room,55,28,7,2022-08-10,0.51,12,298,6,STR-2009-HZPDPM
52427063,"Bright, beautiful, spacious smoke/pet free home",250311734,Yafit,,Oakwood Village,43.690441,-79.441444,Entire home/apt,95,28,5,2022-08-08,0.52,4,37,5,
52198014,Gorgeous High Park Luxury 3 Bedroom with Fireplace,44729613,Esther,,High Park North,43.65724,-79.45868,Entire home/apt,418,28,14,2022-11-20,1.18,1,61,14,STR-2206-HRBXVK
52427798,Lovely 1- bedroom rental unit with free parking,424354547,Ángel,,Thorncliffe Park,43.704624,-79.342636,Private room,50,28,9,2022-01-01,0.63,1,308,3,STR-2109-HPLBHK
52433550,Bright Studio in the heart of Toronto,424399307,Liz,,Wychwood,43.68106,-79.4193,Entire home/apt,95,28,1,2022-08-01,0.23,1,0,1,
52201300,BOUTIQUE Family Suite: 2 bedrooms & a bathroom,69115438,Mike & Annie,,Regent Park,43.66281,-79.36088,Private room,203,2,29,2022-12-05,2.00,2,324,22,STR-2107-FLGHHB
52438536,Cheerful basement w/queen bed+10mins drive to DT,14298739,Maryam,,Leaside-Bennington,43.69979,-79.36873,Entire home/apt,82,28,15,2022-11-02,1.60,2,86,15,STR-2112-HMQXVK
52205333,Spotless single private room near airport,368531150,Liza,,West Humber-Clairville,43.738,-79.59415,Private room,55,3,23,2022-09-12,1.60,2,161,19,STR-2109-HZCVHM
52443424,Enjoy Sunsets at 2BR Condo w/Office - 1 Min Subway,14484439,Harborstay,,Clanton Park,43.73476,-79.44929,Private room,232,28,18,2022-08-14,1.26,2,348,15,STR-2012-HWTBHL
52206005,1 Large private room double bed Toronto ....,149715432,Khaled,,Long Branch,43.59989,-79.52398,Private room,52,4,23,2022-10-06,1.55,3,159,18,STR-2102-HLZDVK
52444480,"Spacious 2 bedroom , 8 mins from Toronto Airport",80134898,Fedora,,Eringate-Centennial-West Deane,43.65861,-79.57928,Entire home/apt,118,28,40,2022-09-12,2.86,1,97,32,STR-2109-HXHPHL
52211284,Luxury 2BDR modern private condo in Toronto,422651135,Aj,,Mimico (includes Humber Bay Shores),43.62367,-79.48944,Entire home/apt,268,1,42,2022-11-23,2.82,2,158,40,STR-2109-GYMHHH
52444899,Family Friendly 2 Bedroom Condo w/ Nursery &Office,74170140,Ashton,,Niagara,43.64007,-79.40824,Entire home/apt,250,28,0,,,1,0,0,
52215089,CozySafeQuiet Main&Danforth 1,421695800,Yong,,Woodbine-Lumsden,43.69189,-79.305,Private room,48,28,3,2022-10-01,0.26,5,351,3,
52217137,"Yorkville Magic. 
 Toronto's Finest Neighbourhood",35630649,Nadia,,Annex,43.67268,-79.38864,Entire home/apt,127,30,2,2022-09-25,0.15,1,281,1,Exempt
52452845,Private Apartment Sp/Entrance near Toronto Airport,96830876,Tharsan,,West Humber-Clairville,43.72689,-79.58406,Entire home/apt,80,1,35,2022-11-26,8.20,1,136,35,STR-2207-JCZVHM
52219257,Modern Rustic 1BR Suite in the ❤ of Downtown,73815818,Francesco,,Dovercourt-Wallace Emerson-Junction,43.662989,-79.42890589999999,Entire home/apt,115,4,30,2022-11-29,2.27,1,65,27,STR-2109-GCSBHF
52221816,The Snug Oasis - Guest suite 2,129715647,Renita,,Edenbridge-Humber Valley,43.66586,-79.53115,Entire home/apt,110,1,13,2022-11-26,3.39,2,55,13,STR-2207-HQZVHK
52223131,Unique Live Work Apartment in Vibrant Bloordale,19968982,Linh,,Dovercourt-Wallace Emerson-Junction,43.66429,-79.43836,Entire home/apt,150,28,7,2022-10-25,0.52,3,54,5,
52455825,"Modern, Quiet & Bright Spacious Private Suite",196941072,Monica,,Rockcliffe-Smythe,43.679359,-79.498169,Entire home/apt,169,1,53,2022-11-27,3.71,1,174,45,STR-2109-GTTHHH
52223973,New Fully Furnished Downtown Toronto Studio,40406859,Ed & Jean,,Church-Yonge Corridor,43.66457,-79.38413,Entire home/apt,89,28,7,2022-10-30,0.51,9,35,6,
52232273,Unique Townhome in Converted Church with Parking,16233645,Bryan,,Dovercourt-Wallace Emerson-Junction,43.66231,-79.44939,Entire home/apt,120,30,0,,,2,272,0,
52233392,BLISS. Cheerful 2-bdrm with large jacuzzi,4414805,Mihaela (Mish),,Briar Hill-Belgravia,43.70448,-79.44395,Entire home/apt,70,28,1,2021-10-23,0.07,1,0,0,
52457937,Cozy & Modern 3BR Bungalow - Close to 401 & TTC,104420055,Abhina,,Wexford/Maryvale,43.74082,-79.29326,Private room,189,2,48,2022-11-11,3.78,1,60,45,STR-2110-HWVPHL
52236301,2 King beds on beautiful main floor of family home,422844350,Anh,,Milliken,43.82826,-79.27911,Entire home/apt,199,28,57,2022-12-03,4.15,1,145,50,STR-2108-GPYBHG
52237496,Beautiful view! Mins from Highway and Subway!,41500461,Karen,,Lansing-Westgate,43.75532,-79.43363,Private room,104,28,4,2022-08-14,0.63,1,173,4,STR-2109-FKWVHB
52467886,"2 BEDROOM HOUSE IN THE HEART OF EAST YORK, TORONTO",107960489,Rouzbeh,,Danforth East York,43.68934,-79.33118,Entire home/apt,108,28,4,2022-09-11,0.30,2,124,3,
52237910,Luxury Downtown view private room mins to downtown,228867998,Jake,,Mimico (includes Humber Bay Shores),43.62138,-79.48145,Private room,79,28,13,2022-05-15,0.99,2,61,9,STR-2109-JGFBHM
52240548,Lakeview 30+floor sun-filled 2 Bdrm Suite,271609834,Jenny,,Waterfront Communities-The Island,43.64309,-79.38305,Entire home/apt,100,28,7,2022-10-31,0.53,2,340,6,
52241752,Cozy Guest Suite in Toronto's Bathurst Manor,144500051,Mirella,,York University Heights,43.7519,-79.463318,Entire home/apt,173,4,13,2022-09-29,1.66,1,309,13,STR-2202-FSQXVC
52471472,Spacious 3-bdrm in leafy Hillcrest Village,424729383,Jonathan,,Wychwood,43.678856,-79.427734,Entire home/apt,225,7,16,2022-11-21,1.12,1,113,15,STR-2108-HYZHHM
52472935,"Massive 1000sq ft, w/ parking, loft style condo!",8154727,Iliana,,Waterfront Communities-The Island,43.64646,-79.39854,Entire home/apt,221,1,8,2022-12-05,0.94,1,6,8,STR-2109-GJSBHF
52242008,Edwardian Mini Mansion,141700465,Brad,,High Park-Swansea,43.65118,-79.456,Entire home/apt,1350,7,2,2022-07-01,0.18,1,359,2,STR-2109-GZCVHH
52473994,"Classy 3bed, 2bath, double patio condo townhouse",44996460,Shiraz,,Edenbridge-Humber Valley,43.66021,-79.51235,Entire home/apt,160,28,1,2022-09-14,0.35,1,0,1,STR-2012-GMRVHG
52244873,Pembroke Hideaway Suite,125563609,Ray,,Moss Park,43.65846,-79.37257,Entire home/apt,198,2,53,2022-11-13,3.67,4,328,43,STR-2108-GPWVHG
52252814,Pembroke Hideaway Deluxe (Loft & Suite),125563609,Ray,,Moss Park,43.65837,-79.37408,Private room,425,2,11,2022-11-17,0.85,4,320,10,STR-2108-GPWVHG
52476493,Cheerful 2 Bedroom Home with Free Parking,76420708,Navid,,Briar Hill-Belgravia,43.69885,-79.44231,Entire home/apt,104,4,13,2022-11-14,1.25,3,240,13,STR-2201-JBLDVM
52258156,Cosy 3 bedroom semi detached home Downtown Toronto,20575778,Erin,,Little Portugal,43.64671,-79.43646,Entire home/apt,298,5,5,2022-11-13,1.60,1,244,5,STR-2206-GSMRVG
52261245,1050 sq ft. Modern Penthouse in Amazing Area!!,39636814,Robert,,Mount Pleasant East,43.71436,-79.39193,Entire home/apt,120,28,2,2022-01-01,0.15,3,158,1,
52476768,Modern 1 Bedroom Apartment with concrete walls,1557982,Soheil,,Church-Yonge Corridor,43.6645,-79.38227,Entire home/apt,66,28,3,2022-04-30,0.29,1,0,3,
52261334,New Build - Luxury & Style Home 3 BR + 3 BA,219980790,Nancy,,Maple Leaf,43.72149,-79.47437,Entire home/apt,395,3,9,2022-03-01,0.78,1,126,9,STR-2109-JDHPHM
52484017,Modern 2bd+2bth Loft in Historic Corktown,10497195,Elspeth,,Moss Park,43.656792,-79.356064,Entire home/apt,125,180,0,,,1,0,0,
52269100,Modern Cozy Suite Near Subway Station,421286945,Tuan Trung,,Lansing-Westgate,43.759941,-79.413681,Private room,114,1,104,2022-12-03,7.22,3,364,87,STR-2109-HRFBHK
52484789,Tranquility in Toronto- Modern living in the city!,21133921,Jeffrey,,Tam O'Shanter-Sullivan,43.78533,-79.29158,Entire home/apt,176,1,35,2022-10-24,4.38,1,65,35,STR-2206-FYGRVD
52269583,Luxury Lakeview Penthouse in Core DT w/parking Tor,369578756,Moh,,Niagara,43.63642,-79.4046,Entire home/apt,419,28,8,2022-04-24,0.58,10,365,7,Exempt
52281127,☁️LUXE PENTHOUSE☁️ 70 STORIES 💎1 OF 1 PENTHOUSE 💎,60144392,AMG Luxe,,Waterfront Communities-The Island,43.64149,-79.38285,Entire home/apt,450,28,0,,,11,179,0,STR-2107-HKSBHK
52490771,The Best Western: Studio Apartment with Big Patio,14937280,Sharon,,Kensington-Chinatown,43.65723,-79.40349,Entire home/apt,236,28,93,2022-11-25,6.98,1,169,84,STR-2110-JCTHHM
52286452,Awesome Midtown Toronto House Close to Yonge Egl.,93174880,Caroline,,Mount Pleasant East,43.71316,-79.39012,Entire home/apt,250,5,17,2022-10-31,1.22,1,274,13,STR-2109-FMVPHC
52296865,"Sonic Boon - 3 Bedroom 1 Office cozy, artsy home",17254831,Micah,,Corso Italia-Davenport,43.68013,-79.44743,Entire home/apt,290,3,2,2022-10-09,0.95,2,205,2,STR-2201-GHZKVF
52493731,Convenient and clean 2-bedroom place in Toronto,123658357,Cathy,,Kensington-Chinatown,43.65371,-79.40255,Entire home/apt,130,30,0,,,1,188,0,
52297907,Cozy room in a large Appartment.,41957113,Adrien,,Westminster-Branson,43.77019,-79.45353,Private room,71,1,27,2022-12-01,1.82,3,35,19,STR-2108-FSYBHC
52303669,"Bright, stylish 3-bedroom home with parking",423322367,Olga,,Clairlea-Birchmount,43.70953,-79.27694,Entire home/apt,165,28,4,2022-11-17,0.30,1,128,3,
52303899,Bright and Spacious Apartment Near Subway WPatio,30654608,David,,Dufferin Grove,43.65848,-79.43544,Entire home/apt,77,28,0,,,11,89,0,
52309006,CozySafeQuiet Main&Danforth 2,421695800,Yong,,Woodbine-Lumsden,43.69117,-79.30364,Private room,45,31,6,2022-10-02,0.50,5,357,6,
52496050,Beautiful apartment in the heart ❤ of Toronto with free parking close to everyting !!,422604123,Salma,,Rosedale-Moore Park,43.69033,-79.38556,Private room,193,28,51,2022-11-13,3.59,1,335,45,STR-2109-GRYBHG
52311368,Charming Condo with Free Parking in Downtown,234404195,Homey Properties,,Little Portugal,43.64088,-79.42362,Entire home/apt,200,28,6,2022-07-17,0.47,2,353,5,
52316616,Downtown 1bd+den condo,123122024,Alexander,,Waterfront Communities-The Island,43.63967,-79.39832,Entire home/apt,120,30,1,2021-11-23,0.08,2,251,0,
52321605,The New York: Luxury 1 bedroom condo (sleeps 4),405090451,Bill,,Annex,43.66926,-79.39332,Entire home/apt,275,28,2,2022-03-31,0.17,1,340,2,
52498460,Maple Home,420741604,Jack,,Rustic,43.71379,-79.50471,Private room,118,31,1,2021-11-06,0.08,2,365,0,
52498840,1 Bedroom Condo with Large Balcony,407807149,Faisal,,Waterfront Communities-The Island,43.64107,-79.38274,Entire home/apt,120,28,2,2022-06-03,0.15,5,365,1,
52499685,6PPL/2BR/3BED/FREE PARKING next to Union Station,424941078,Helen,,Waterfront Communities-The Island,43.64341,-79.38234,Entire home/apt,203,28,1,2021-12-30,0.09,1,0,1,STR-2109-HHLBHJ
52322576,Finch Subway long-term condo on the first floor,226574539,Rachel,,Newtonbrook West,43.77991,-79.41589,Entire home/apt,158,28,6,2022-11-06,0.72,5,325,6,
52505161,Downtown Toronto+CN Tower View+Free Parking,261070624,A.J,,Niagara,43.63554,-79.40553,Entire home/apt,241,3,40,2022-11-04,2.86,2,107,33,STR-2206-FVLKVD
52324291,Enjoy Sunsets View in this Fully Equipped Studio,335564504,Billy,,Waterfront Communities-The Island,43.64467,-79.39258,Entire home/apt,407,28,11,2022-11-22,2.54,1,363,11,STR-2207-HLDDVK
52507870,Renovated 1 bed apt with sofa bed - High Park,177659502,Sarah,,High Park North,43.65599,-79.46038,Entire home/apt,250,28,3,2022-10-01,0.28,8,346,3,
52325326,Entire Condominium 2 BR 1.5 Bath,421441275,Corey,,Mount Pleasant West,43.70628,-79.39686,Entire home/apt,297,28,0,,,1,365,0,STR-2109-HCSBHJ
52325421,CozySafeQuiet Main&Danforth 3,421695800,Yong,,Woodbine-Lumsden,43.692368,-79.30394,Private room,42,28,6,2022-09-27,0.50,5,365,6,
52326387,Family friendly entire house in toronto,38759508,Yun,,Newtonbrook East,43.78178024291992,-79.40763854980469,Entire home/apt,291,5,1,2022-10-11,0.53,2,316,1,STR-2208-GTWBHH
52326687,Cozy 5bedrooms house in North York,423503925,Huan,,Willowdale West,43.77356,-79.43527,Entire home/apt,193,28,37,2022-11-11,2.62,2,264,33,STR-2109-HGTHHJ
52332958,Private bed and bathroom in Downtown Condo,30849725,David,,Regent Park,43.66005,-79.35997,Private room,82,2,0,,,1,28,0,STR-2110-GMJVHG
52515170,Cozy bedroom- close to parks and restaurants,61431165,Simi,,Weston-Pellam Park,43.67284,-79.45429,Private room,73,5,3,2022-11-12,0.65,1,177,3,STR-2203-GBDBHD
52339951,Paradise in Toronto,165701184,Tharani,,Scarborough Village,43.73,-79.21248,Entire home/apt,499,28,29,2022-10-03,2.12,1,69,24,STR-2109-JCSBHM
52528523,Lovely bachelor apt + private bathrm in Toronto,212299710,Flora,,Newtonbrook West,43.79447,-79.43046,Private room,95,28,2,2022-08-20,0.28,4,365,2,
52345496,"1BD W/Free parking DT TO, CN tower view",294207072,Elegant,,Waterfront Communities-The Island,43.63909,-79.39702,Private room,255,28,86,2022-11-16,5.96,2,29,76,STR-2109-GKWVHG
52530228,♥Fully-Equipped 3-BR Condo in DT Toronto♥,785826,Sky View,,Waterfront Communities-The Island,43.64272,-79.38291,Entire home/apt,164,30,0,,,135,84,0,
52348262,Yorkville | 1317 SQFT Sun-Filled 2Br 2Bath Condo,212832355,Allan,,Annex,43.67561,-79.39785,Entire home/apt,627,28,1,2022-11-03,0.86,5,352,1,
52531143,✈︎Centrally-Located 1-BR Condo in DT Toronto✈︎,785826,Sky View,,Waterfront Communities-The Island,43.64453,-79.39047,Entire home/apt,120,30,0,,,135,69,0,
52352192,"Downtown College & University U of T, AGO,  subway",150625571,Dash,,Kensington-Chinatown,43.65486,-79.39118,Private room,68,29,1,2022-05-31,0.16,12,365,1,
52531279,"Downtown Chic 2 THE ANNEX w/ Ensuite, Private Deck",5866918,Cristina,,Annex,43.67098050000001,-79.4133337,Private room,136,1,105,2022-12-05,7.41,2,48,82,STR-2011-HMPDVK
52355071,"Cute, fully equipped bachelor",42294503,Dana,,Don Valley Village,43.78983,-79.36702,Entire home/apt,110,1,20,2022-11-26,1.41,1,142,16,STR-2108-GCPPHF
52359523,"Downtown College & University U of T, AGO,  subway",150625571,Dash,,Kensington-Chinatown,43.65607,-79.39113,Private room,50,29,0,,,12,219,0,
52532133,Second floor nice peaceful comfortable apartment,325320851,Lili,,Bendale,43.76472,-79.25079,Entire home/apt,191,30,0,,,1,90,0,
52359899,Kim and Vico’s place,231106452,Kinh,,Waterfront Communities-The Island,43.64564,-79.38985,Entire home/apt,471,2,56,2022-10-24,3.84,1,0,51,STR-2109-FXHPHD
52532189,♥Fully-Equipped 1-BR Condo in DT Toronto♥,785826,Sky View,,Bay Street Corridor,43.65893,-79.38418,Entire home/apt,163,30,0,,,135,71,0,
