"id","host_id.x","price","minimum_nights","number_of_reviews","availability_365","calculated_host_listings_count","host_id.y","host_is_superhost"
660698613955060096,224870607,39,27,4,34,1,224870607,FALSE
660740547893689984,156814911,136,2,22,66,1,156814911,FALSE
660765391417972480,12357872,250,28,0,303,3,12357872,TRUE
660799410332201344,290765837,752,4,12,180,1,290765837,TRUE
660816105145417216,99412832,714,3,0,18,1,99412832,FALSE
660828243679089152,14950141,70,28,1,307,1,14950141,FALSE
660840778493301888,466948468,155,90,1,353,1,466948468,FALSE
661061558217283456,95547587,52,1,5,64,4,95547587,TRUE
661073057233887104,467007371,300,28,1,362,1,467007371,FALSE
661073335597467392,116445664,118,2,10,5,1,116445664,FALSE
661291206517396864,305604137,900,28,6,64,2,305604137,FALSE
661371075664154496,467063108,170,1,11,104,1,467063108,TRUE
661472763669810048,134414545,225,28,0,0,1,134414545,FALSE
661517235576772352,366756609,70,28,2,180,5,366756609,FALSE
661577914612679808,179046365,60,2,5,322,3,179046365,FALSE
661603321939633664,68679975,120,28,0,47,1,68679975,FALSE
661656999652516352,404589983,105,28,18,64,5,404589983,FALSE
661667227029624704,132861729,95,28,13,359,3,132861729,FALSE
661688268388483840,55728004,66,1,45,80,1,55728004,TRUE
661744199700216448,431122247,95,2,19,0,1,431122247,TRUE
661780160436855680,467169322,210,2,35,19,1,467169322,TRUE
661848754745549952,184607983,120,28,1,364,3,184607983,TRUE
661952459073776896,288535344,39,2,14,78,2,288535344,TRUE
661978895375684864,43868195,202,1,6,354,1,43868195,FALSE
662157142600229504,467243657,70,1,10,351,1,467243657,TRUE
662266411915397248,151654117,98,28,1,365,10,151654117,FALSE
662270688357149440,30252953,115,14,3,37,1,30252953,FALSE
662271945800706048,385143931,90,28,2,157,33,385143931,FALSE
662305542954184320,26371991,160,2,33,168,1,26371991,TRUE
662387542836642944,57611761,98,28,0,365,1,57611761,FALSE
662483943929168640,211308395,115,2,8,311,1,211308395,FALSE
662493673061657088,467328917,70,3,13,59,1,467328917,TRUE
662494137132590208,59332238,70,28,25,364,2,59332238,FALSE
662800062560193280,241343802,125,28,1,0,1,241343802,FALSE
662938015042728832,315419363,93,1,12,344,4,315419363,FALSE
662940697013837824,8963528,240,28,4,0,2,8963528,FALSE
662953122275692544,315419363,99,1,12,352,4,315419363,FALSE
662977345018869248,39272635,250,4,2,165,1,39272635,FALSE
663119870331495040,14806511,810,2,1,0,1,14806511,FALSE
663190851626211200,457724220,79,1,4,338,2,457724220,FALSE
663215296838838272,460871909,499,28,6,364,1,460871909,FALSE
663234917537178240,215043585,80,28,0,301,2,215043585,TRUE
663297432551065600,200818571,68,28,0,365,1,200818571,FALSE
663315262268934144,136139111,190,1,55,344,1,136139111,FALSE
663538488760312064,97097962,153,28,41,24,1,97097962,FALSE
663606364819129728,963354,450,29,0,365,3,963354,FALSE
663626434287268992,233878723,260,1,19,166,1,233878723,FALSE
663635997694294016,220623372,136,28,1,90,3,220623372,FALSE
663754336454654976,25768636,596,2,3,262,1,25768636,FALSE
663816870716400512,467662845,264,7,2,176,1,467662845,FALSE
663825905697069056,465195965,75,28,0,302,1,465195965,FALSE
663862572654799232,467677058,110,28,1,365,1,467677058,FALSE
663925919105077888,192133796,100,28,0,90,1,192133796,FALSE
663928085831697536,442689483,180,28,0,87,2,442689483,FALSE
663947377329381888,467487096,50,28,0,346,9,467487096,FALSE
663955072203723264,467697349,309,28,5,364,1,467697349,FALSE
663967113800361344,289626746,130,28,1,365,1,289626746,FALSE
663973186978919680,419483052,80,1,8,359,4,419483052,FALSE
663979689423524480,47077944,500,1,0,176,2,47077944,FALSE
663986149965055616,467487096,35,28,2,337,9,467487096,FALSE
664039827736267904,467487096,55,28,1,346,9,467487096,FALSE
664057326489950720,467487096,35,28,4,365,9,467487096,FALSE
664067017400327936,80588798,250,2,21,119,1,80588798,TRUE
664076997879827328,467487096,90,1,2,339,9,467487096,FALSE
664273872320641664,259905794,65,28,0,159,3,259905794,FALSE
664305000095312768,145141460,139,1,26,362,3,145141460,FALSE
664319482147043584,230277147,255,30,1,84,3,230277147,TRUE
664357231302737152,467785922,97,100,0,128,1,467785922,FALSE
664471846687538688,39307326,195,28,0,6,1,39307326,FALSE
664538977916224512,408591534,110,28,2,219,8,408591534,FALSE
664550187843753344,83611462,58,28,1,0,8,83611462,FALSE
664557425818605952,9709804,130,2,12,152,1,9709804,FALSE
664575513119939712,404555955,80,7,1,365,1,404555955,FALSE
664597450218228736,157210904,254,28,2,365,1,157210904,TRUE
664605247387714944,326461635,260,28,0,358,1,326461635,FALSE
664653346025076736,83611462,68,30,0,0,8,83611462,FALSE
664686497084199680,457724220,103,1,2,362,2,457724220,FALSE
664689214598493184,86885209,146,28,0,340,1,86885209,FALSE
664716944248491520,409646154,102,28,3,211,1,409646154,FALSE
664991574505975808,15911098,195,28,1,155,1,15911098,FALSE
665006268150504320,467896731,294,5,10,77,1,467896731,TRUE
665014837985636608,63679149,72,5,5,67,3,63679149,TRUE
665034042863265664,421450967,200,28,1,350,1,421450967,FALSE
665042579824467968,846505,100,30,1,340,50,846505,FALSE
665081819074714496,467977398,456,28,4,59,1,467977398,FALSE
665117354918484608,467988353,179,2,27,79,1,467988353,TRUE
665162856410704000,6334635,130,60,0,340,1,6334635,FALSE
665169240489413760,366756609,145,28,0,180,5,366756609,FALSE
665173172254409472,470767966,195,28,26,89,1,470767966,FALSE
665173414633398528,421695800,56,31,0,219,5,421695800,FALSE
665195615315556736,20650028,263,2,3,276,2,20650028,FALSE
665204096532910336,418767341,234,28,4,36,1,418767341,FALSE
665283470130284800,181342582,325,2,22,26,1,181342582,TRUE
665354510497785984,150326972,160,1,0,353,1,150326972,FALSE
665414872681380224,89890927,140,30,1,364,1,89890927,FALSE
665455903692102272,86297590,90,28,6,224,1,86297590,FALSE
665460178348878464,467011681,150,28,2,139,1,467011681,FALSE
665770661048817024,468152132,179,2,20,155,1,468152132,FALSE
665781116370457216,27151263,114,3,6,164,1,27151263,FALSE
665838954576040704,116534896,270,29,0,364,1,116534896,FALSE
665860765825727232,84721968,128,28,1,348,14,84721968,TRUE
665904496485122688,79400153,282,2,8,43,1,79400153,FALSE
665907807725001600,12959071,168,28,0,339,2,12959071,TRUE
665917159002957824,108398766,292,1,33,77,3,108398766,TRUE
665945240034490880,384407376,65,28,2,279,2,384407376,FALSE
665989967013516928,460443520,2000,1,16,55,33,460443520,FALSE
666006982303747200,468227828,95,28,0,180,1,468227828,FALSE
666008982591661056,2506847,99,28,0,334,1,2506847,FALSE
666022947345602304,73454373,100,1,19,98,1,73454373,FALSE
666033623601614720,25496187,500,4,3,365,1,25496187,FALSE
666050425487905280,347278388,350,2,7,365,1,347278388,FALSE
666065725585854464,57767156,90,5,14,327,3,57767156,TRUE
666100784959980672,466451218,320,3,4,144,2,466451218,FALSE
666200161721000576,129051130,411,2,12,64,1,129051130,FALSE
666271124001449344,377837444,76,28,0,365,1,377837444,FALSE
666566797139881856,348430184,191,2,0,285,9,348430184,FALSE
666571728239404416,66761760,102,28,1,301,1,66761760,FALSE
666605171619966208,108180,175,28,0,154,1,108180,FALSE
666610981536028288,228881432,334,2,3,159,1,228881432,FALSE
666620367288562176,132038673,48,1,11,354,9,132038673,FALSE
666645627579210112,468376381,100,1,25,302,1,468376381,TRUE
666653745377904256,348430184,213,2,2,335,9,348430184,FALSE
666694179257678464,136992491,120,30,2,68,2,136992491,FALSE
666700108119919872,31755984,110,28,0,179,1,31755984,FALSE
666772730057919232,69522196,50,30,9,365,3,69522196,TRUE
666788639000595968,4356799,238,28,2,166,10,4356799,FALSE
666790114072723072,4356799,272,28,0,180,10,4356799,FALSE
666812722039210752,425315609,110,1,17,43,4,425315609,FALSE
666835756968221696,413664378,248,28,1,331,8,413664378,TRUE
666863273348069632,461950569,275,28,32,192,2,461950569,TRUE
667242661433107968,369578756,384,28,12,179,10,369578756,FALSE
667252588125733760,410922396,130,2,12,97,1,410922396,FALSE
667298075032400256,742398,120,31,0,125,3,742398,FALSE
667328388582265728,468530062,170,2,17,362,2,468530062,TRUE
667390009446667904,57879991,120,28,27,333,6,57879991,TRUE
667514880238130816,153725387,76,1,15,180,4,153725387,TRUE
667555996430624640,162003827,210,28,1,0,1,162003827,FALSE
667571318085891456,274170499,75,28,21,364,4,274170499,FALSE
667602185877508608,465912346,87,28,1,348,7,465912346,FALSE
667633981128892160,465912346,71,28,1,336,7,465912346,FALSE
667662409142735232,82569874,45,28,1,34,4,82569874,TRUE
667817528025270400,468631365,204,2,23,103,1,468631365,FALSE
668007589008339840,180389937,160,28,2,319,1,180389937,FALSE
668043440671684352,8650446,200,28,0,153,1,8650446,FALSE
668075833176349952,27157719,195,30,0,365,1,27157719,FALSE
668100078405800320,23358724,175,28,4,188,1,23358724,FALSE
668144570333665920,443446725,170,28,1,265,6,443446725,TRUE
668146849466712832,180070204,55,31,0,24,8,180070204,FALSE
668150600683463936,468738603,220,28,18,252,1,468738603,FALSE
668176298892754048,459359013,150,1,0,355,3,459359013,TRUE
668213442577675904,468756673,110,60,0,0,1,468756673,FALSE
668289133189258496,102170199,254,1,6,69,1,102170199,FALSE
668382358178388352,188573859,159,60,3,364,1,188573859,FALSE
668609413221857792,468841425,539,31,0,365,2,468841425,FALSE
668658545700192000,290780726,170,28,36,25,2,290780726,TRUE
668685915762500096,207164078,150,7,5,305,1,207164078,FALSE
668715179191555968,35039986,323,28,12,267,1,35039986,FALSE
668764778311201280,151654117,100,2,4,326,10,151654117,FALSE
668852208222502912,785826,163,28,0,84,135,785826,FALSE
668962808312368128,468959208,246,2,22,250,1,468959208,FALSE
668999526420471296,18839407,113,2,11,0,1,18839407,FALSE
669012580964020480,460443520,1000,1,19,62,33,460443520,FALSE
669412553938749952,174289558,135,2,11,157,1,174289558,TRUE
669497307765109504,469095669,128,1,12,268,1,469095669,FALSE
669505107127689344,59174165,80,1,4,339,3,59174165,FALSE
669528175222965760,57767156,182,3,0,337,3,57767156,TRUE
669558500678694528,57767156,290,3,4,328,3,57767156,TRUE
669611503181335424,49283261,450,3,15,340,1,49283261,TRUE
669628480663604864,469138496,50,1,25,334,3,469138496,TRUE
669707516370126976,469085600,100,28,0,260,2,469085600,FALSE
669707596809032576,146067617,137,2,15,268,1,146067617,FALSE
669720584280008576,441409492,120,28,1,365,7,441409492,FALSE
669742124016099840,272046245,14,30,0,365,18,272046245,FALSE
669748890331341056,272046245,14,30,0,365,18,272046245,FALSE
669751390441750272,272046245,14,30,0,335,18,272046245,FALSE
669751399589353856,467487096,400,28,0,365,9,467487096,FALSE
669768128248092672,272046245,19,30,0,365,18,272046245,FALSE
669803638487030528,272046245,21,30,0,308,18,272046245,FALSE
669817155387770112,272046245,18,30,0,364,18,272046245,FALSE
670136507113552128,4978255,182,4,3,107,1,4978255,FALSE
670155358218395776,129275464,400,28,0,0,1,129275464,FALSE
670184635341152768,137901043,240,28,0,365,1,137901043,FALSE
670226828940648832,422651135,300,28,0,84,2,422651135,FALSE
670260092930302464,162157130,158,2,0,132,1,162157130,TRUE
670265686413300352,3335412,105,2,15,88,1,3335412,TRUE
670295929934121088,1718194,126,28,0,180,10,1718194,FALSE
670307011251444480,371144993,200,28,7,20,1,371144993,FALSE
670401054309856640,362837972,88,28,1,0,1,362837972,TRUE
670408150103484928,2948280,263,28,5,106,1,2948280,FALSE
670467572750605952,469354109,93,100,0,129,1,469354109,FALSE
670479102029650432,433194730,65,28,8,90,4,433194730,FALSE
6.70491917297e+17,169970107,214,1,9,60,3,169970107,FALSE
670498325062370304,458917686,59,1,13,363,3,458917686,FALSE
670536816002510208,469369279,217,2,11,85,1,469369279,TRUE
670539306001474944,23434457,149,180,0,83,1,23434457,FALSE
670552628563510144,190453366,150,1,6,346,1,190453366,FALSE
670614159338397056,469383296,150,1,2,365,1,469383296,FALSE
670771726360672640,202338294,69,31,1,339,4,202338294,FALSE
670875218132205440,78674600,199,28,17,58,3,78674600,FALSE
670894677397635712,469453758,364,2,7,348,1,469453758,FALSE
670910538681537536,169919320,300,28,0,364,1,169919320,FALSE
670913944302021888,459629243,499,2,18,150,1,459629243,TRUE
670948766470467712,74495554,175,119,0,249,1,74495554,FALSE
670964832863873536,911331,829,1,4,364,1,911331,TRUE
670995512172856960,251867203,492,2,2,163,1,251867203,FALSE
671139893736728064,4356799,373,28,1,115,10,4356799,FALSE
671159641250960512,469530828,150,2,3,354,1,469530828,FALSE
671201660269412736,188028548,180,2,17,57,5,188028548,FALSE
671207469519112192,286997610,114,28,1,364,1,286997610,FALSE
671232611864621440,149566,350,7,1,302,2,149566,FALSE
671238122408278400,288535344,45,2,18,77,2,288535344,TRUE
671285390845683200,223034489,95,28,1,332,2,223034489,FALSE
671605771422129920,7206002,97,28,0,364,1,7206002,FALSE
671618365273365760,14484439,232,28,0,348,2,14484439,TRUE
671650513841882752,384545391,800,28,13,74,1,384545391,FALSE
671665743255795840,448937904,45,28,1,90,1,448937904,FALSE
671679557833603200,31714972,200,3,6,26,1,31714972,FALSE
671684874616353280,785826,250,28,0,30,135,785826,FALSE
671688621832621568,468919459,200,60,4,365,1,468919459,FALSE
671696236355665664,442232266,180,28,0,90,1,442232266,FALSE
671703209971333888,785826,130,28,0,38,135,785826,FALSE
671821433691780608,94844281,166,2,5,90,1,94844281,FALSE
671924472118418176,194603769,172,1,19,361,1,194603769,FALSE
671972330594516864,458917686,56,1,17,365,3,458917686,FALSE
671972937507508608,458917686,55,1,19,364,3,458917686,FALSE
672115498525061376,469559149,90,28,4,364,1,469559149,FALSE
672193729336466048,122633225,59,1,17,95,2,122633225,TRUE
672212797651743360,4177375,139,28,1,281,1,4177375,FALSE
672306110579010944,234904720,100,30,1,163,2,234904720,FALSE
672416112253822592,10104812,200,28,1,364,1,10104812,FALSE
672449703042848000,415163524,180,28,1,34,1,415163524,FALSE
672479327054999040,62857425,200,28,0,32,2,62857425,TRUE
672563707585309824,469729286,475,1,15,349,1,469729286,FALSE
672682851708382720,469872300,45,1,21,314,1,469872300,FALSE
672687323886470144,447919439,50,28,0,361,1,447919439,FALSE
672718062686401664,26910602,335,28,17,193,1,26910602,TRUE
672779306916116608,464008543,48,29,0,365,6,464008543,TRUE
672968248482986496,470744264,299,3,16,70,1,470744264,FALSE
673042073536784896,100067810,210,180,0,361,1,100067810,FALSE
673125248397972480,462681875,40,28,1,166,4,462681875,TRUE
673125309097288960,462681875,35,28,1,317,4,462681875,TRUE
673168117242306944,95278936,115,30,1,123,3,95278936,TRUE
673204481057474048,322089604,105,28,6,0,1,322089604,FALSE
673244950568229632,257897328,88,1,0,346,2,257897328,TRUE
673326367660048128,223553142,180,31,0,208,3,223553142,FALSE
673330788590452224,469358767,89,28,2,282,1,469358767,FALSE
673357262257839104,261060328,256,28,25,65,4,261060328,FALSE
673360627880470272,5695292,171,3,10,67,1,5695292,TRUE
673371198379949056,470071465,1056,1,6,359,1,470071465,FALSE
673384388001345920,182007927,210,2,5,86,1,182007927,FALSE
673657002215196416,10352387,200,28,1,45,7,10352387,FALSE
673695886791968768,470141542,41,28,2,177,2,470141542,FALSE
673829663311352960,6386296,59,28,0,365,52,6386296,FALSE
673832654728402432,19206617,93,1,18,273,4,19206617,FALSE
673852529976642688,437184338,414,28,12,89,1,437184338,FALSE
673860422094855424,87852605,990,28,0,365,2,87852605,FALSE
673883069184212992,6386296,58,28,0,365,52,6386296,FALSE
673883138423783424,6386296,536,28,1,364,52,6386296,FALSE
673883980274989568,6386296,96,28,1,364,52,6386296,FALSE
673897590162745088,234904720,200,28,0,140,2,234904720,FALSE
673898959915817216,82208024,85,3,14,32,5,82208024,TRUE
673925471975021824,70472948,250,2,4,162,1,70472948,FALSE
673934618699308288,278326851,191,2,20,97,1,278326851,FALSE
673963224811356928,470236934,216,2,17,351,1,470236934,TRUE
673968312358952320,470011717,55,1,22,346,3,470011717,FALSE
673968327559205888,470011717,52,1,16,354,3,470011717,FALSE
673984734993154816,61239645,149,2,0,365,2,61239645,FALSE
674001507131689984,470248033,240,28,23,219,2,470248033,FALSE
674012789118634112,309261690,179,1,28,22,1,309261690,FALSE
674022256194902144,31532414,354,2,25,12,1,31532414,TRUE
674072283456350720,342370938,50,5,0,224,6,342370938,TRUE
674143920821174528,30737153,125,28,3,340,3,30737153,TRUE
674160953036247680,5791826,270,28,0,275,2,5791826,FALSE
674168322270723712,240199980,228,1,17,181,1,240199980,TRUE
674177274075223680,106771286,298,1,21,24,1,106771286,FALSE
674200218090820736,460443520,412,1,7,113,33,460443520,FALSE
674492080861270272,6386296,78,28,0,365,52,6386296,FALSE
674492157931020416,6386296,87,28,1,364,52,6386296,FALSE
674498995426782336,469875739,485,28,23,176,1,469875739,TRUE
674511218169899520,470376172,304,2,16,329,1,470376172,FALSE
674528052329686016,73207318,200,1,7,169,2,73207318,FALSE
674548432021311232,470389841,206,28,8,176,11,470389841,FALSE
674583412279347456,148061140,150,28,0,235,1,148061140,FALSE
674704880882025600,9463250,140,30,2,335,2,9463250,FALSE
674722588779702528,441409492,120,28,0,364,7,441409492,FALSE
674730213497420544,365832424,60,28,0,40,2,365832424,FALSE
674754693079930624,365832424,60,28,1,72,2,365832424,FALSE
674763145271067392,418915455,31,30,1,276,5,418915455,TRUE
674774500600367488,470461138,301,2,5,5,1,470461138,FALSE
674790316546448256,74892060,145,1,32,336,1,74892060,TRUE
674790964496802304,63532528,84,28,7,215,2,63532528,FALSE
674853569966283008,332006638,35,28,0,327,3,332006638,FALSE
674854775592888448,454778715,120,1,18,17,3,454778715,FALSE
674871372346459904,55973157,285,2,10,358,1,55973157,FALSE
6.74940635397e+17,342370938,60,5,0,169,6,342370938,TRUE
674990376100269056,342370938,60,5,0,243,6,342370938,TRUE
675106852992156416,264813032,54,28,0,347,7,264813032,FALSE
675209112073923584,447805871,814,5,8,153,2,447805871,FALSE
675291915659077632,462897680,543,2,14,159,1,462897680,TRUE
675308462168749952,25523611,150,5,3,276,2,25523611,TRUE
675326125922347520,470603451,250,28,13,364,1,470603451,FALSE
675375309902837120,136625551,195,2,4,365,1,136625551,FALSE
675422691992052608,321399874,55,1,2,57,5,321399874,FALSE
675439925024243328,408591534,120,28,0,353,8,408591534,FALSE
675849416572297600,433726587,174,1,27,49,3,433726587,TRUE
675857350529579264,470730081,84,1,34,179,1,470730081,TRUE
675884687344985728,90983258,65,2,6,143,1,90983258,FALSE
675913659440025088,215892,69,1,4,0,2,215892,FALSE
675931092759241984,25523611,150,5,4,344,2,25523611,TRUE
675978048146970240,67829503,120,28,1,127,1,67829503,FALSE
675983316657341696,50227423,84,28,3,365,8,50227423,FALSE
675987298809089536,470770685,349,2,8,316,1,470770685,FALSE
675998384949730304,381563521,499,28,4,56,19,381563521,TRUE
675998718579276160,381563521,199,28,7,365,19,381563521,TRUE
676035035184056448,33702873,256,2,15,356,1,33702873,TRUE
676035460858451584,81322712,175,28,6,0,1,81322712,FALSE
676148999483667712,469138496,51,1,13,333,3,469138496,TRUE
676189825613559296,19149020,175,28,8,248,1,19149020,FALSE
676203249973684736,12698023,86,14,20,354,1,12698023,TRUE
676219660971692928,470838423,897,28,14,84,1,470838423,TRUE
676259177046990720,263026625,210,3,4,280,1,263026625,FALSE
676266553998900224,470848796,115,2,13,338,1,470848796,FALSE
676274066047994240,125762045,314,2,16,201,1,125762045,TRUE
676288936188730624,468986467,83,28,16,22,1,468986467,TRUE
676436455753420288,245954748,248,28,4,362,1,245954748,FALSE
676477015047503232,260869792,82,3,11,28,1,260869792,TRUE
676626679685188608,535406,347,28,0,15,1,535406,TRUE
676651585187741568,358834707,84,2,1,72,1,358834707,FALSE
676740355400020864,387540302,253,28,10,56,1,387540302,FALSE
676755035888891904,188028548,180,2,31,148,5,188028548,FALSE
676756822092119552,388195205,50,30,9,56,1,388195205,FALSE
676784532842589568,470967614,214,1,27,75,1,470967614,TRUE
676795224584627584,132205262,167,2,37,21,1,132205262,TRUE
676796628067241472,264820987,745,5,1,134,1,264820987,FALSE
676818170234124928,470979423,285,2,3,86,1,470979423,FALSE
676824646453215104,253954932,147,1,17,23,4,253954932,FALSE
676834502148088064,470984623,226,1,28,73,1,470984623,TRUE
676842709390797568,50661134,349,1,31,170,1,50661134,TRUE
676858814772362112,196106072,370,2,6,262,2,196106072,TRUE
676859970728991360,253954932,38,28,5,90,4,253954932,FALSE
676860153957525504,26590630,164,1,23,346,1,26590630,TRUE
676928450209314816,470996190,34,28,0,308,3,470996190,FALSE
676966926174832896,347790215,188,2,11,342,1,347790215,FALSE
676994618051014784,328779265,63,1,25,281,1,328779265,FALSE
677000707776181888,441409492,220,28,0,364,7,441409492,FALSE
6.77125115838e+17,427592850,131,28,2,107,1,427592850,FALSE
677324688237987968,471079947,83,28,1,4,4,471079947,FALSE
677381767702910848,118463762,97,28,1,285,1,118463762,FALSE
677383923001814784,22937529,58,28,2,339,18,22937529,FALSE
677383998044419968,22937529,68,28,1,340,18,22937529,FALSE
677384146643667200,22937529,55,28,0,342,18,22937529,FALSE
677404532294719616,416677873,219,28,1,119,40,416677873,FALSE
677407324178317056,230700138,190,28,0,220,1,230700138,FALSE
677414852595280768,354779562,75,28,0,31,15,354779562,FALSE
677430765992932992,471109500,120,28,25,332,1,471109500,FALSE
677495410398941440,471126170,272,2,14,87,1,471126170,TRUE
677661141731351168,188566348,110,28,2,365,1,188566348,FALSE
677695271581582464,470795536,140,28,1,321,1,470795536,FALSE
677736564070888192,245417090,70,28,0,32,15,245417090,TRUE
677742620899500672,245417090,65,28,2,0,15,245417090,TRUE
677760020082839040,194673409,103,3,4,145,1,194673409,FALSE
677928232463831808,388835633,411,28,33,360,2,388835633,FALSE
678266389403915264,133378555,248,2,14,204,1,133378555,FALSE
678269400114352384,314504787,620,28,0,365,5,314504787,FALSE
678278828600134144,31787962,150,28,1,127,1,31787962,FALSE
678320712705177728,15106924,146,28,22,164,1,15106924,TRUE
678330448870761600,46978448,75,7,1,118,2,46978448,FALSE
678344212605747968,46978448,75,28,3,109,2,46978448,FALSE
678406088820065536,404589983,65,28,9,85,5,404589983,FALSE
678538686297624320,177659502,175,28,0,318,8,177659502,TRUE
678631113955320192,32980740,250,28,0,179,2,32980740,FALSE
678712093249456896,421123206,199,30,0,89,7,421123206,FALSE
678829688958178816,100413461,184,2,7,92,1,100413461,FALSE
678852828024738048,468228808,62,28,2,365,13,468228808,FALSE
678853345014915968,286934409,173,3,15,32,4,286934409,TRUE
678871158381493504,468228808,69,28,2,365,13,468228808,FALSE
678877936005908224,471469875,150,28,0,308,3,471469875,FALSE
678928632972748544,467487096,70,28,0,340,9,467487096,FALSE
678950667009352832,56923237,230,28,37,85,1,56923237,TRUE
678962801060487552,37514178,63,30,0,364,20,37514178,TRUE
678963925208966912,37514178,58,30,1,263,20,37514178,TRUE
678976988013228032,198527255,105,28,2,237,1,198527255,FALSE
679026168888714368,95290967,871,2,13,331,1,95290967,FALSE
679169596495361792,188868291,129,2,14,355,1,188868291,FALSE
679176661461040768,460443520,2000,1,3,134,33,460443520,FALSE
679223462497224576,471573371,300,28,5,364,3,471573371,TRUE
679312437079090432,85975318,279,28,0,365,2,85975318,FALSE
679362292454092800,471150746,1000,28,0,365,1,471150746,FALSE
679509723569973504,256321637,165,28,2,180,1,256321637,FALSE
679595394566116608,18400838,232,30,3,179,1,18400838,FALSE
679614008490762368,471666813,279,1,1,83,1,471666813,FALSE
679653566020833024,471646174,393,1,29,84,1,471646174,TRUE
679676020900249856,341626040,80,1,0,300,6,341626040,FALSE
679680055983726464,341626040,64,1,0,294,6,341626040,FALSE
679702975178178560,442847620,140,28,3,364,2,442847620,FALSE
679727998736746112,80583803,55,29,1,0,3,80583803,FALSE
679751616948749952,268791611,425,2,0,343,1,268791611,FALSE
679798379036720256,419181334,155,29,0,152,2,419181334,FALSE
679837250407868416,46850508,150,28,0,346,1,46850508,FALSE
679870000958900992,460443520,358,1,7,59,33,460443520,FALSE
679877477858859392,135307832,336,28,0,170,1,135307832,FALSE
679945819653035648,158899158,69,1,17,363,4,158899158,FALSE
679956270739324032,426788853,318,1,19,79,2,426788853,FALSE
679957046384993536,411800138,109,29,1,365,4,411800138,FALSE
679961021431981952,460443520,151,1,14,121,33,460443520,FALSE
679983447837213440,56589420,211,1,4,360,2,56589420,FALSE
680191435071587712,462934916,57,1,15,23,3,462934916,FALSE
680196079133821568,462934916,55,1,21,82,3,462934916,FALSE
680276658554379776,295024930,85,28,0,180,3,295024930,FALSE
680310908643547264,261060328,213,28,6,273,4,261060328,FALSE
680322083912786048,295024930,39,28,2,180,3,295024930,FALSE
680325450232697728,295024930,49,28,2,180,3,295024930,FALSE
680328019971120640,378013585,150,2,18,358,3,378013585,FALSE
680402296841499008,29458179,311,2,0,355,1,29458179,FALSE
680412621431991296,171853096,144,16,0,304,1,171853096,FALSE
680461736581996800,468530062,200,28,4,364,2,468530062,TRUE
680469557523887232,55288499,200,1,11,88,1,55288499,FALSE
680473973575321600,471902440,58,28,1,162,4,471902440,TRUE
680541431567064832,471902440,55,28,2,123,4,471902440,TRUE
680542483405161984,471902440,45,28,2,84,4,471902440,TRUE
680561046186729984,471873988,72,28,0,29,4,471873988,FALSE
680584583273067264,442274175,90,1,7,180,2,442274175,FALSE
680585316782427904,471930650,167,30,0,195,1,471930650,FALSE
680614193563050496,873497,525,4,2,312,1,873497,FALSE
680641863238384896,16666356,113,2,23,339,1,16666356,TRUE
680657146613768192,459600472,385,1,30,77,1,459600472,TRUE
680957155526696448,433726587,206,1,7,40,3,433726587,TRUE
681050791696879360,472035627,119,3,2,79,4,472035627,FALSE
681204939324029824,38759508,188,5,5,150,2,38759508,FALSE
681221802957544448,356541619,355,1,16,165,1,356541619,TRUE
681256685476106112,39974521,145,29,0,356,1,39974521,FALSE
681264516877101952,39537744,296,28,0,89,1,39537744,FALSE
681281853497517056,472103494,177,28,0,303,1,472103494,FALSE
681335025132925440,52930475,494,1,30,156,1,52930475,FALSE
681363093642518144,218085226,44,28,0,349,6,218085226,FALSE
681405164636757120,394581738,156,3,12,353,1,394581738,FALSE
681441755705338112,468228808,85,28,2,365,13,468228808,FALSE
681476711519012096,470389841,199,28,5,365,11,470389841,FALSE
681480183553141888,158899158,63,1,15,365,4,158899158,FALSE
681619151816204160,126845802,357,30,0,364,2,126845802,FALSE
681641416241321216,47269274,193,1,5,103,2,47269274,FALSE
681686689908428544,60978107,114,28,2,273,1,60978107,TRUE
681721171722766464,471079947,81,28,2,45,4,471079947,FALSE
681733986721192960,468228808,97,30,0,348,13,468228808,FALSE
681749309030539264,29395026,27,28,3,0,6,29395026,FALSE
681769801037849088,3150111,400,2,15,62,9,3150111,TRUE
681773950596786048,48610868,151,2,9,174,4,48610868,FALSE
681785040105999360,6386296,85,28,0,239,52,6386296,FALSE
681807884921617536,380469342,65,28,3,364,3,380469342,FALSE
681848966942484352,228793542,48,1,6,51,6,228793542,FALSE
681901842037586048,62669584,108,2,8,155,1,62669584,FALSE
682055338982636800,173575088,75,3,5,185,1,173575088,FALSE
682116520272030720,8303451,180,31,1,365,1,8303451,FALSE
682156693133249664,461596903,182,28,7,88,1,461596903,FALSE
682237354431663104,468228808,69,28,1,365,13,468228808,FALSE
682420878879179136,885679,479,2,4,334,1,885679,TRUE
682429591649051264,416677873,313,28,1,365,40,416677873,FALSE
682431457396480000,472350999,246,2,29,141,2,472350999,TRUE
682465560202874368,2353860,125,90,0,206,1,2353860,FALSE
682495856150010496,675231,275,1,1,181,2,675231,FALSE
682531619348011776,470223856,160,28,3,211,1,470223856,FALSE
682651475100819328,37283783,72,30,1,97,1,37283783,FALSE
682693447525666560,9817479,323,1,22,129,8,9817479,TRUE
682755069042408832,186361451,550,28,10,32,1,186361451,FALSE
682823251988292736,472445022,115,2,5,330,1,472445022,FALSE
