"id","host_id.x","price","minimum_nights","number_of_reviews","availability_365","calculated_host_listings_count","host_id.y","host_is_superhost"
23418945,41957113,61,1,24,180,3,41957113,FALSE
23419157,77548208,158,28,62,81,3,77548208,FALSE
23421263,84245192,99,28,1,0,2,84245192,FALSE
23433718,163226980,80,28,0,0,1,163226980,FALSE
23435149,174802555,120,28,2,0,1,174802555,FALSE
23436428,159646499,72,28,40,116,3,159646499,FALSE
23451825,174953313,100,28,28,0,2,174953313,FALSE
23466919,111004886,130,28,247,45,2,111004886,TRUE
23468029,33073104,120,28,108,87,1,33073104,TRUE
23487067,175362797,110,90,9,0,1,175362797,FALSE
23496140,124149473,179,28,12,0,1,124149473,FALSE
23504433,175529316,97,28,7,350,2,175529316,FALSE
23505893,114344363,250,28,53,128,7,114344363,TRUE
23509129,159646499,50,28,29,90,3,159646499,FALSE
23509372,159646499,88,28,38,93,3,159646499,FALSE
23516913,175387411,45,28,0,0,1,175387411,FALSE
23518156,175644558,411,7,5,244,1,175644558,FALSE
23520138,127525372,40,28,8,80,2,127525372,FALSE
23520758,42428958,65,150,1,88,1,42428958,FALSE
23526942,175742735,149,28,23,0,1,175742735,FALSE
23527081,53573933,225,28,2,0,1,53573933,FALSE
23527837,134454799,35,28,9,0,1,134454799,FALSE
23578412,25506191,50,28,78,200,1,25506191,TRUE
23578697,127525372,48,28,24,47,2,127525372,FALSE
23578751,161460462,123,28,7,365,2,161460462,FALSE
23594015,1684087,150,30,9,265,20,1684087,FALSE
23595194,897683,39,29,18,151,2,897683,TRUE
23595313,176425410,95,28,4,0,1,176425410,FALSE
23596951,1712436,121,28,32,0,1,1712436,FALSE
23598046,846505,100,28,67,146,50,846505,FALSE
23604768,105080795,42,28,108,209,1,105080795,FALSE
23610699,5146235,85,28,21,185,1,5146235,TRUE
23611701,2806542,56,28,2,0,1,2806542,FALSE
23613295,64470479,213,28,32,8,3,64470479,TRUE
23613453,64470479,239,28,3,0,3,64470479,TRUE
23614159,157627670,38,30,7,49,2,157627670,FALSE
23614198,4782917,120,28,51,154,1,4782917,FALSE
23620064,150625571,128,30,0,340,12,150625571,FALSE
23625512,43822,50,28,1,0,1,43822,FALSE
23630755,60434877,28,28,16,0,1,60434877,FALSE
23633368,130966971,45,28,1,0,1,130966971,FALSE
23664613,177150883,104,28,43,0,2,177150883,FALSE
23670428,40583994,183,2,103,361,1,40583994,FALSE
23671503,47005696,110,28,0,0,1,47005696,FALSE
23694544,29430244,62,30,16,0,2,29430244,TRUE
23695781,177012956,110,31,4,253,2,177012956,FALSE
23697190,177508014,89,7,79,147,3,177508014,TRUE
23709992,770979,150,28,4,45,1,770979,FALSE
23717521,177753325,150,28,5,0,1,177753325,FALSE
23728852,177886051,200,28,1,0,1,177886051,FALSE
23730789,8821150,180,5,44,20,1,8821150,TRUE
23731266,115811249,120,28,2,0,1,115811249,FALSE
23743654,4094364,115,30,15,139,1,4094364,TRUE
23745168,159381840,99,28,74,0,1,159381840,FALSE
23745799,2503273,150,28,7,0,1,2503273,FALSE
23750536,124573496,63,28,129,89,1,124573496,TRUE
23752030,25705258,78,1,456,336,1,25705258,TRUE
23753911,178160024,70,28,4,0,1,178160024,FALSE
23756166,178182197,199,28,153,304,1,178182197,TRUE
23761552,178227369,19,28,41,0,3,178227369,FALSE
23782655,85199541,115,2,93,22,1,85199541,TRUE
23784390,55460113,200,28,62,0,2,55460113,TRUE
23789275,178504640,300,28,50,0,1,178504640,FALSE
23790243,37514178,155,30,7,170,20,37514178,TRUE
23790428,157211990,50,28,2,0,1,157211990,FALSE
23791554,12013800,85,28,14,365,4,12013800,TRUE
23807418,5335746,225,28,2,95,1,5335746,FALSE
23811031,129316348,65,30,33,46,2,129316348,FALSE
23817268,178773311,100,28,0,0,1,178773311,FALSE
23823207,177508014,99,7,84,162,3,177508014,TRUE
23843626,179038571,66,1,68,154,3,179038571,FALSE
23848087,179104909,341,28,52,0,1,179104909,FALSE
23851933,176423357,99,28,31,0,2,176423357,FALSE
23852519,2537753,150,28,73,365,1,2537753,FALSE
23856083,114344363,199,28,2,128,7,114344363,TRUE
23857936,83808520,85,28,2,0,1,83808520,FALSE
23860132,179248076,75,28,22,78,1,179248076,TRUE
23862832,35686195,50,28,0,0,1,35686195,FALSE
23871671,81900558,96,28,26,179,1,81900558,FALSE
23872008,20408425,87,28,5,0,8,20408425,TRUE
23882941,83541137,75,28,0,0,1,83541137,FALSE
23883291,102637412,180,1,187,166,1,102637412,TRUE
23884043,153757180,35,250,6,90,4,153757180,FALSE
23884451,76373347,45,90,9,54,7,76373347,FALSE
23892974,12013800,85,4,12,76,4,12013800,TRUE
23899304,36748066,150,28,41,275,4,36748066,FALSE
23903551,20953187,210,28,0,0,1,20953187,FALSE
23905385,31223873,208,28,2,66,2,31223873,TRUE
23933487,25718321,65,28,89,0,1,25718321,FALSE
23934293,67351146,80,28,2,0,1,67351146,FALSE
23939125,177508014,89,7,106,130,3,177508014,TRUE
23948398,180070204,59,31,20,67,8,180070204,FALSE
23960258,375909020,176,28,131,342,2,375909020,FALSE
23988039,9923100,78,28,10,338,11,9923100,TRUE
23992066,134795580,55,28,2,164,5,134795580,FALSE
23992563,180513917,700,30,0,0,1,180513917,FALSE
24009358,5607368,130,28,27,0,1,5607368,FALSE
24013147,145716333,100,180,0,358,1,145716333,FALSE
24018591,179038571,59,1,132,161,3,179038571,FALSE
24018771,179038571,49,1,82,72,3,179038571,FALSE
24020169,67325198,210,28,7,89,1,67325198,FALSE
24021311,29732268,199,28,115,179,3,29732268,FALSE
24030052,29975119,81,2,1,349,3,29975119,FALSE
24031247,62398808,189,29,13,31,2,62398808,TRUE
24035118,180899424,75,1,120,136,2,180899424,TRUE
24061048,4534169,98,28,17,353,2,4534169,FALSE
24075558,132785025,100,90,39,0,1,132785025,FALSE
24084277,181349681,150,28,54,0,1,181349681,FALSE
24094353,368707,89,28,36,32,2,368707,FALSE
24099118,9703410,149,28,111,62,1,9703410,FALSE
24104072,86173827,90,28,83,185,1,86173827,FALSE
24104762,6669955,61,28,14,0,1,6669955,FALSE
24111212,147933259,48,2,39,94,5,147933259,FALSE
24112205,35567628,150,2,10,333,1,35567628,FALSE
24113998,162433636,89,28,66,362,3,162433636,FALSE
24114474,162445410,74,28,58,365,2,162445410,FALSE
24118889,88220371,239,28,74,90,2,88220371,FALSE
24122140,20212910,65,28,7,0,3,20212910,FALSE
24128201,181766463,110,28,89,179,1,181766463,TRUE
24132409,157932394,85,28,85,28,1,157932394,TRUE
24136854,114344363,750,28,10,35,7,114344363,TRUE
24138474,26484692,149,28,7,234,2,26484692,FALSE
24155473,181438611,80,28,2,0,1,181438611,FALSE
24159515,139751167,97,2,155,80,5,139751167,TRUE
24167253,69304724,201,28,150,90,11,69304724,TRUE
24175102,3235592,40,28,27,309,1,3235592,TRUE
24177486,182218443,237,28,0,0,1,182218443,FALSE
24178630,55460113,57,30,22,15,2,55460113,TRUE
24185291,116771059,300,28,1,123,1,116771059,FALSE
24186035,67544227,32,29,16,0,4,67544227,FALSE
24187013,182314733,241,28,266,115,1,182314733,TRUE
24187278,5627337,131,2,31,134,4,5627337,TRUE
24187546,5627337,100,28,39,240,4,5627337,TRUE
24195973,11672827,40,28,7,0,1,11672827,FALSE
24198386,151110336,175,2,128,13,1,151110336,TRUE
24204980,59269147,70,28,1,0,1,59269147,FALSE
24209000,182502138,60,28,32,0,2,182502138,FALSE
24218982,182588473,95,28,10,0,1,182588473,FALSE
24222776,82922492,200,21,113,327,2,82922492,TRUE
24223824,94329799,66,28,53,3,3,94329799,TRUE
24225271,66105341,90,28,4,0,2,66105341,FALSE
24228619,92881614,500,180,16,173,2,92881614,FALSE
24229941,182679046,120,28,21,0,2,182679046,FALSE
24230468,9803773,146,28,81,118,2,9803773,TRUE
24233464,150648950,141,28,141,72,1,150648950,TRUE
24247865,110716020,85,28,41,228,1,110716020,FALSE
24264904,182981693,65,28,0,0,1,182981693,FALSE
24267604,183006461,55,28,16,0,1,183006461,FALSE
24269012,55034783,115,28,0,173,1,55034783,FALSE
24269512,183028549,42,28,3,0,1,183028549,FALSE
24269590,37641603,93,28,1,0,1,37641603,FALSE
24280499,139751167,93,1,233,65,5,139751167,TRUE
24286415,98407572,40,28,66,206,5,98407572,TRUE
24289436,98407572,61,1,139,332,5,98407572,TRUE
24289630,183232267,88,100,53,0,1,183232267,FALSE
24305076,182450721,120,29,80,250,1,182450721,FALSE
24307157,1155724,30,28,4,0,2,1155724,FALSE
24307196,183311197,61,2,158,27,1,183311197,TRUE
24308865,43223187,54,28,52,299,2,43223187,TRUE
24309959,10919516,120,28,96,0,1,10919516,FALSE
24310245,23121571,90,28,77,34,1,23121571,FALSE
24318656,148320439,39,28,2,0,1,148320439,FALSE
24325086,176270074,100,31,38,308,1,176270074,TRUE
24333970,56898467,89,28,26,64,1,56898467,FALSE
24334474,12646198,200,28,37,364,1,12646198,FALSE
24335381,112484529,270,28,12,364,1,112484529,FALSE
24337550,123524356,62,1,14,360,3,123524356,FALSE
24351707,130331704,100,1,147,274,3,130331704,TRUE
24369125,153757180,35,30,16,89,4,153757180,FALSE
24369696,68266347,299,28,41,218,1,68266347,TRUE
24371282,45658926,160,1,31,46,1,45658926,FALSE
24371570,516206,90,30,191,166,3,516206,TRUE
24372498,85714020,149,7,32,77,1,85714020,FALSE
24373243,172560253,100,28,0,0,1,172560253,FALSE
24374076,183948187,109,28,292,177,1,183948187,FALSE
24379222,183990824,170,28,227,32,1,183990824,TRUE
24394585,184112371,66,1,46,285,2,184112371,FALSE
24410492,20782996,89,1,96,169,3,20782996,TRUE
24411312,109263412,80,28,402,56,3,109263412,TRUE
24422482,8671865,105,35,3,0,1,8671865,FALSE
24428976,40064049,42,3,87,164,5,40064049,TRUE
24431357,26795770,225,28,18,0,1,26795770,FALSE
24441136,37950294,162,28,229,311,3,37950294,FALSE
24442189,8761378,77,90,33,54,2,8761378,FALSE
24447394,9010544,229,28,21,0,1,9010544,FALSE
24450728,22932234,550,28,10,365,4,22932234,TRUE
24470707,184831867,119,28,51,0,2,184831867,FALSE
24478784,184907685,117,29,24,56,1,184907685,TRUE
24488469,88357720,203,28,91,303,11,88357720,TRUE
24490750,144341977,150,28,1,0,1,144341977,FALSE
24496096,114344363,299,7,6,75,7,114344363,TRUE
24499824,8126456,95,28,15,164,2,8126456,TRUE
24500072,29170696,55,28,9,0,1,29170696,FALSE
24501239,93539793,211,28,85,267,1,93539793,FALSE
24517746,185208324,60,28,2,157,1,185208324,FALSE
24524476,185262110,126,30,37,41,1,185262110,TRUE
24534528,42051428,105,28,6,0,1,42051428,FALSE
24536343,129316348,75,30,30,46,2,129316348,FALSE
24540287,11813901,100,2,161,0,1,11813901,FALSE
24553653,12033867,79,28,3,365,17,12033867,FALSE
24554340,185501519,135,28,33,0,1,185501519,FALSE
24556893,185524106,79,28,32,0,1,185524106,FALSE
24558138,24054679,128,28,296,57,3,24054679,TRUE
24558368,185538321,110,28,14,365,3,185538321,FALSE
24559548,107694749,43,28,4,0,3,107694749,FALSE
24564200,77797310,135,28,0,173,2,77797310,FALSE
24571917,111004886,460,5,6,123,2,111004886,TRUE
24578961,130331704,90,1,172,244,3,130331704,TRUE
24581688,1155724,35,28,5,0,2,1155724,FALSE
24582520,21700741,50,28,13,0,1,21700741,FALSE
24582929,185767296,175,28,18,90,1,185767296,FALSE
24596438,185869909,125,28,1,0,2,185869909,FALSE
24596531,114344363,160,28,36,61,7,114344363,TRUE
24596930,169175102,85,3,106,64,1,169175102,FALSE
24597203,185538321,85,28,12,179,3,185538321,FALSE
24599021,75019422,144,28,10,0,1,75019422,FALSE
24600122,18691419,109,28,3,0,1,18691419,FALSE
24602620,1420131,110,28,8,54,1,1420131,FALSE
24604547,184492150,99,28,0,0,4,184492150,FALSE
24623982,150625571,38,29,4,340,12,150625571,FALSE
24624353,122062284,180,28,1,206,4,122062284,FALSE
24628849,61249186,65,29,21,102,2,61249186,TRUE
24644957,3479499,139,28,9,0,1,3479499,FALSE
24649761,8252888,45,28,20,0,2,8252888,FALSE
24649831,182639823,115,120,3,167,1,182639823,FALSE
24668638,39636814,85,28,28,191,3,39636814,FALSE
24671450,186458646,147,28,0,0,1,186458646,FALSE
24672332,579683,80,28,22,365,4,579683,FALSE
24675660,421558,65,28,49,52,1,421558,FALSE
24676586,21186362,150,28,5,0,1,21186362,FALSE
24678179,173055636,59,28,3,0,1,173055636,FALSE
24678457,4994265,100,5,30,162,2,4994265,FALSE
24697526,4994265,100,3,100,244,2,4994265,FALSE
24712792,124771737,161,28,10,220,1,124771737,FALSE
24713177,186788727,158,28,7,0,1,186788727,FALSE
24714129,186798084,110,28,6,0,1,186798084,FALSE
24719725,186849332,1128,300,33,83,3,186849332,FALSE
24719903,186857850,118,29,5,0,1,186857850,FALSE
24726012,30548980,99,28,12,0,1,30548980,FALSE
24735993,130331704,110,1,136,159,3,130331704,TRUE
24736173,187002422,153,28,12,0,1,187002422,FALSE
24738386,82742985,40,28,17,0,1,82742985,FALSE
24742593,185239349,109,28,103,137,1,185239349,FALSE
24743672,702688,60,1,85,53,1,702688,FALSE
24748547,12036638,125,28,125,0,1,12036638,FALSE
24753554,77548208,69,28,72,59,3,77548208,FALSE
24755342,1566572,57,28,8,259,1,1566572,FALSE
24768921,41121306,89,45,4,0,1,41121306,FALSE
24773347,186531787,319,28,130,263,1,186531787,TRUE
24775396,18449205,129,6,21,16,1,18449205,FALSE
24777029,184112371,85,28,28,80,2,184112371,FALSE
24782490,187378969,60,28,0,0,1,187378969,FALSE
24790759,223075085,26,28,14,0,1,223075085,FALSE
24797749,164815285,80,28,0,356,10,164815285,FALSE
24799375,5988339,152,90,0,362,15,5988339,TRUE
24802917,6998292,49,28,29,93,3,6998292,TRUE
24806429,187539713,65,2,240,5,3,187539713,TRUE
24807750,5479708,170,3,135,86,1,5479708,TRUE
24817089,17280006,414,1,0,0,2,17280006,FALSE
24822188,164815285,80,28,2,356,10,164815285,FALSE
24825632,96442733,35,28,1,0,1,96442733,FALSE
24833412,22402793,50,30,12,364,3,22402793,FALSE
24834946,152638030,199,28,7,0,5,152638030,FALSE
24835632,5627337,181,2,30,320,4,5627337,TRUE
24846571,164815285,80,28,1,356,10,164815285,FALSE
24847413,187823387,58,28,16,0,1,187823387,FALSE
24855287,6856006,147,50,10,155,1,6856006,FALSE
24855747,70659143,144,28,27,0,3,70659143,FALSE
24856695,187741688,61,28,12,0,1,187741688,FALSE
24857151,69391731,85,2,69,270,1,69391731,FALSE
24865416,49592459,45,28,1,0,2,49592459,FALSE
24868916,139751167,115,1,232,47,5,139751167,TRUE
24869981,104968283,99,28,1,364,1,104968283,FALSE
24874216,188047893,14,28,113,149,1,188047893,TRUE
24874997,29191129,60,28,1,0,1,29191129,FALSE
24877133,108792919,45,28,1,0,1,108792919,FALSE
24892225,28752665,120,28,0,0,1,28752665,FALSE
24894454,95667533,104,28,46,138,2,95667533,FALSE
24894787,184405951,125,28,181,86,1,184405951,FALSE
24897044,6789696,93,28,60,0,3,6789696,FALSE
24906402,10992034,416,28,269,7,1,10992034,TRUE
24907849,10663375,186,3,83,70,1,10663375,FALSE
24910884,4317807,195,3,33,365,1,4317807,TRUE
24911265,90719211,124,28,15,0,1,90719211,FALSE
24911441,126841783,94,1,113,208,3,126841783,TRUE
24912435,57623253,127,28,54,364,3,57623253,TRUE
24919505,188402186,169,28,111,101,2,188402186,FALSE
24935253,186991151,120,28,5,168,1,186991151,TRUE
24938684,167626906,115,28,11,0,1,167626906,FALSE
24939602,188546426,134,28,141,113,1,188546426,TRUE
24944778,188585698,40,28,0,0,1,188585698,FALSE
24944794,180899424,75,1,77,314,2,180899424,TRUE
24945720,59531419,80,28,5,0,1,59531419,FALSE
24946755,102431134,257,3,98,203,1,102431134,TRUE
24947241,100705010,37,28,2,0,3,100705010,FALSE
24955348,100705010,39,28,0,0,3,100705010,FALSE
24964166,26483122,130,28,24,64,1,26483122,FALSE
24965044,97517627,634,28,25,0,1,97517627,FALSE
24967807,188755522,189,28,41,365,1,188755522,FALSE
24968582,30062696,82,360,5,180,4,30062696,FALSE
24969904,19514110,70,28,7,0,1,19514110,FALSE
24970467,77548208,143,28,66,85,3,77548208,FALSE
24971304,126841783,82,1,208,197,3,126841783,TRUE
24971391,58113832,50,29,27,124,7,58113832,FALSE
24976431,5761933,141,30,8,258,1,5761933,FALSE
24981911,174094493,28,28,6,0,2,174094493,FALSE
24983537,164815285,70,28,0,356,10,164815285,FALSE
24992471,23310500,99,28,68,227,11,23310500,FALSE
24995413,183406518,50,28,1,358,1,183406518,FALSE
24995558,10352387,139,28,103,156,7,10352387,FALSE
24995936,188971582,490,28,95,351,1,188971582,TRUE
25009285,189059196,85,28,19,0,1,189059196,FALSE
25010091,189064603,70,28,1,0,1,189064603,FALSE
25014965,155832579,139,28,113,156,1,155832579,TRUE
25017274,140335189,95,28,198,119,1,140335189,FALSE
25025733,808089,36,2,100,253,1,808089,TRUE
25032561,23310500,90,28,102,120,11,23310500,FALSE
25032692,149273127,500,28,79,88,5,149273127,TRUE
25034389,39720022,99,28,25,353,1,39720022,FALSE
25045487,69532595,149,28,22,258,2,69532595,FALSE
25048790,37950294,150,28,222,355,3,37950294,FALSE
25057245,65479,61,31,5,64,10,65479,FALSE
25058113,82326472,110,28,0,0,1,82326472,FALSE
25066463,71372392,120,1,38,308,1,71372392,FALSE
25069708,58370282,80,28,1,0,1,58370282,FALSE
25077511,189575277,280,28,6,0,1,189575277,FALSE
25083487,187548308,36,28,42,365,11,187548308,FALSE
25085445,41828832,188,28,15,0,1,41828832,FALSE
25085926,187539713,70,2,280,5,3,187539713,TRUE
25090064,189669755,47,28,11,0,4,189669755,TRUE
25098027,189713885,75,28,42,123,1,189713885,TRUE
25098205,119476920,38,7,11,314,1,119476920,FALSE
25099050,3966446,161,3,86,246,1,3966446,TRUE
25101205,164815285,60,28,1,356,10,164815285,FALSE
25126718,79565000,250,28,56,0,3,79565000,FALSE
25138121,141741295,90,28,0,0,2,141741295,FALSE
25139073,159735119,133,28,63,37,3,159735119,TRUE
25139252,4566192,200,30,8,0,1,4566192,FALSE
25140211,2632371,179,2,82,10,1,2632371,TRUE
25162440,37950294,149,28,206,359,3,37950294,FALSE
25166656,190170122,340,15,21,86,4,190170122,FALSE
25167912,101533168,402,28,0,365,3,101533168,FALSE
25168477,138250748,130,60,96,0,1,138250748,FALSE
25168502,138062224,25,28,0,0,1,138062224,FALSE
25169189,102278416,65,28,0,0,1,102278416,FALSE
25175854,189500336,39,1,239,9,1,189500336,TRUE
25181556,167069856,200,28,1,0,1,167069856,FALSE
25181598,164815285,60,28,11,356,10,164815285,FALSE
25192161,150609715,130,1,109,0,1,150609715,TRUE
25193019,190361034,232,28,6,90,1,190361034,FALSE
25212559,115442293,432,28,5,90,6,115442293,TRUE
25228126,135718015,599,28,36,365,38,135718015,FALSE
25229264,19490351,300,4,2,0,1,19490351,FALSE
25231743,101533168,244,28,0,179,3,101533168,FALSE
25250722,77511468,1350,28,0,173,7,77511468,FALSE
25250805,74285568,150,28,74,0,1,74285568,FALSE
25253946,79755112,130,28,141,24,1,79755112,FALSE
25263027,26975405,95,28,1,0,2,26975405,FALSE
25264127,190871685,306,2,44,43,1,190871685,FALSE
25266223,156829209,225,31,28,0,1,156829209,FALSE
25277956,99807446,28,28,1,0,3,99807446,FALSE
25288923,191033540,67,28,47,0,1,191033540,FALSE
25294111,191068536,200,28,169,56,1,191068536,TRUE
25294738,120948400,150,28,4,0,1,120948400,FALSE
25295816,187539713,950,7,17,34,3,187539713,TRUE
25306646,1614087,159,28,30,301,2,1614087,TRUE
25317471,41574368,200,28,0,0,1,41574368,FALSE
25339505,140142413,85,28,51,0,1,140142413,TRUE
25347240,123140048,30,28,1,0,2,123140048,FALSE
25365961,184831867,69,28,35,0,2,184831867,FALSE
25369130,6980599,375,28,0,90,1,6980599,FALSE
25379560,2433781,700,28,6,0,1,2433781,FALSE
25397695,7122687,50,28,8,0,1,7122687,FALSE
25404003,191773984,120,28,24,0,1,191773984,FALSE
25412215,39869023,182,2,78,31,1,39869023,TRUE
25422721,130983449,60,28,37,189,1,130983449,FALSE
25425027,16879664,110,28,235,150,1,16879664,FALSE
25427559,12931053,2000,28,65,89,2,12931053,FALSE
25428477,3745485,99,90,3,0,1,3745485,FALSE
25445933,115170188,214,28,1,0,1,115170188,FALSE
25461539,192196322,120,28,44,64,1,192196322,FALSE
25474945,72682883,150,28,9,0,1,72682883,FALSE
25475941,117056576,84,28,174,26,2,117056576,TRUE
25478314,98814552,99,28,10,0,1,98814552,FALSE
25486045,105849061,103,28,6,0,1,105849061,FALSE
25486124,4616567,200,1,56,5,1,4616567,TRUE
25504238,150463095,92,28,54,344,5,150463095,TRUE
25505639,21382885,82,28,65,33,3,21382885,FALSE
25508000,8540894,175,28,135,0,14,8540894,TRUE
25517185,579683,73,28,72,363,4,579683,FALSE
25517637,145171074,75,28,6,0,1,145171074,FALSE
25537433,190478400,250,28,0,0,1,190478400,FALSE
25543377,160351432,200,28,18,179,2,160351432,FALSE
25546614,2523299,85,180,1,89,1,2523299,FALSE
25547961,35208838,364,28,0,0,2,35208838,FALSE
25550382,22301317,58,1,49,241,3,22301317,TRUE
25556410,21857005,69,28,1,0,2,21857005,FALSE
25567539,182838537,182,28,14,89,1,182838537,FALSE
25574659,2745245,165,28,113,125,1,2745245,TRUE
25588962,1429488,400,45,3,189,1,1429488,FALSE
25608798,40064049,50,28,55,173,5,40064049,TRUE
25614354,173910681,200,28,2,0,1,173910681,FALSE
25614557,187512499,129,28,1,0,1,187512499,FALSE
25619854,5162168,110,28,5,0,1,5162168,FALSE
25626729,192560924,80,28,5,0,2,192560924,FALSE
25627807,192560924,60,28,12,0,2,192560924,FALSE
25630760,82208024,72,28,82,40,5,82208024,TRUE
25658963,66526318,120,1,19,120,1,66526318,TRUE
25662483,185869909,250,28,6,0,2,185869909,FALSE
25663882,375909020,125,28,91,267,2,375909020,FALSE
25671859,52055429,225,28,7,0,1,52055429,FALSE
25678483,191919805,39,28,67,36,1,191919805,TRUE
25684935,190370345,108,28,74,90,2,190370345,FALSE
25704688,189669755,39,28,23,0,4,189669755,TRUE
25720243,193455771,129,28,92,159,1,193455771,FALSE
25728098,84721968,77,28,60,288,14,84721968,TRUE
25734776,143311610,95,31,41,179,3,143311610,FALSE
25737684,193518084,69,28,37,0,1,193518084,FALSE
25740694,193516390,80,28,23,0,3,193516390,TRUE
25766845,9836798,150,28,95,0,2,9836798,TRUE
25769812,95281504,90,28,28,340,1,95281504,FALSE
25778999,158449273,125,28,29,180,1,158449273,TRUE
25779097,103277486,51,28,122,354,1,103277486,TRUE
25779875,89026768,160,28,0,362,1,89026768,FALSE
25783353,193771856,150,28,45,350,1,193771856,TRUE
25784520,5490118,50,28,1,0,1,5490118,FALSE
25800798,55430413,140,28,134,13,3,55430413,TRUE
25804892,4140598,65,92,1,83,3,4140598,FALSE
25807593,151515810,149,28,20,0,1,151515810,FALSE
25812090,193964668,120,28,60,83,1,193964668,FALSE
25812106,193963567,350,28,10,282,1,193963567,TRUE
25814982,80369796,100,28,21,42,5,80369796,FALSE
25832723,191776290,36,28,10,57,2,191776290,FALSE
25834760,94348323,100,28,3,0,1,94348323,FALSE
25836131,42298818,180,28,2,131,1,42298818,FALSE
25840342,194153970,182,30,22,0,1,194153970,FALSE
25842884,18747599,99,28,25,0,1,18747599,FALSE
25843793,194181681,180,28,36,179,1,194181681,FALSE
25843940,175529316,100,28,8,179,2,175529316,FALSE
25868380,23194639,170,28,1,269,1,23194639,FALSE
25869490,17221001,300,28,36,0,1,17221001,FALSE
25870364,194364161,60,28,23,0,1,194364161,FALSE
25872744,194392795,79,28,171,273,1,194392795,TRUE
25873639,85507924,139,28,15,365,6,85507924,FALSE
25881397,194467891,139,1,102,358,2,194467891,TRUE
25892515,194562487,81,29,28,0,1,194562487,FALSE
25894293,194578313,190,2,37,163,1,194578313,FALSE
25904215,109770464,86,28,74,35,1,109770464,TRUE
25914624,151604271,264,29,21,161,1,151604271,FALSE
25915850,2779481,275,28,1,87,1,2779481,FALSE
25918164,68654686,575,3,9,0,1,68654686,FALSE
25920158,22119979,299,28,9,0,1,22119979,FALSE
25937015,194953957,260,90,0,0,1,194953957,FALSE
25941112,1609837,135,120,0,0,1,1609837,FALSE
25951938,141030429,39,5,6,335,4,141030429,TRUE
25962765,139762710,499,28,7,0,10,139762710,FALSE
25962771,162851103,30,28,8,0,2,162851103,FALSE
25971520,192511923,70,28,8,123,1,192511923,FALSE
25973898,195222099,400,45,6,263,1,195222099,FALSE
25979925,16479090,150,28,1,51,2,16479090,FALSE
26008743,43960839,75,28,1,178,1,43960839,FALSE
26008774,187782980,118,28,74,291,2,187782980,TRUE
26012060,23817778,115,28,2,0,1,23817778,FALSE
26012076,191461566,700,28,1,0,1,191461566,FALSE
26012914,34013681,115,28,76,0,1,34013681,FALSE
26028934,179430203,280,29,14,0,1,179430203,FALSE
26028947,65413422,60,28,36,249,1,65413422,FALSE
26029311,106246101,165,29,50,63,1,106246101,FALSE
26036681,54004652,88,28,71,197,2,54004652,FALSE
26038481,195692279,199,28,4,1,1,195692279,FALSE
26041415,62704457,80,28,1,177,1,62704457,FALSE
26042659,98407572,60,1,186,315,5,98407572,TRUE
26060931,195853438,36,28,2,249,1,195853438,FALSE
26064773,53366490,100,28,3,0,1,53366490,FALSE
26065294,122449416,60,28,4,0,1,122449416,FALSE
26083338,77693293,80,28,88,0,1,77693293,FALSE
26084660,196052113,250,90,39,87,1,196052113,FALSE
26086036,196066825,165,3,79,63,1,196066825,TRUE
26086351,124437563,85,28,0,83,1,124437563,FALSE
26098882,92357210,32,30,35,50,5,92357210,FALSE
26100911,196186505,999,28,1,179,1,196186505,FALSE
26102101,24902175,80,2,173,36,1,24902175,TRUE
26108723,38030183,49,28,69,154,4,38030183,FALSE
26109237,98936688,73,28,41,35,1,98936688,FALSE
26136453,196466667,80,29,247,0,2,196466667,TRUE
26138287,22932234,100,28,27,102,4,22932234,TRUE
26138370,47945427,130,28,78,325,1,47945427,TRUE
26151227,38030183,49,28,45,339,4,38030183,FALSE
26152795,20212910,46,28,34,0,3,20212910,FALSE
26163146,15692343,175,28,13,0,1,15692343,FALSE
26168393,53023793,75,28,55,143,1,53023793,TRUE
26170163,196708049,120,28,15,0,1,196708049,FALSE
26170214,50386622,32,28,13,365,6,50386622,FALSE
26170477,50386622,42,28,18,154,6,50386622,FALSE
26170714,185538321,99,28,18,179,3,185538321,FALSE
26183203,67672523,540,2,126,182,1,67672523,TRUE
26197001,42369705,140,28,18,0,1,42369705,FALSE
26201543,846505,120,30,109,38,50,846505,FALSE
26204054,50386622,38,28,16,48,6,50386622,FALSE
26217344,96693289,57,31,2,357,12,96693289,FALSE
26217733,18193775,120,30,0,0,1,18193775,FALSE
26220509,9232928,75,28,17,0,1,9232928,FALSE
26230502,23199693,130,28,95,63,2,23199693,TRUE
26232864,197146087,125,180,1,178,1,197146087,FALSE
26233159,158293452,200,90,1,180,1,158293452,FALSE
26233681,197154199,120,28,34,0,3,197154199,FALSE
26234812,103843732,25,28,3,0,2,103843732,FALSE
26234821,103843732,80,28,8,0,2,103843732,FALSE
26236700,958382,69,7,29,130,2,958382,TRUE
26248270,122085458,57,28,10,365,12,122085458,TRUE
26251765,5740844,65,28,2,0,1,5740844,FALSE
26256271,197353508,35,28,2,0,1,197353508,FALSE
26259599,5631503,100,28,5,0,1,5631503,FALSE
26275695,153036692,129,4,15,0,1,153036692,FALSE
26276283,136724699,99,28,17,53,3,136724699,TRUE
26279749,23585067,110,28,1,0,1,23585067,FALSE
26279901,72957392,41,28,8,0,1,72957392,FALSE
